locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBDGGIMO_00018	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
CBDGGIMO_00019	gene	660	ung			
CBDGGIMO_00019	CDS	660	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
CBDGGIMO_00020	gene	1425	miaB			
CBDGGIMO_00020	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
CBDGGIMO_00021	gene	1440	ybhI			
CBDGGIMO_00021	CDS	1440	ybhI		COG0471	Inner membrane protein YbhI
CBDGGIMO_00022	gene	1398	citG			
CBDGGIMO_00022	CDS	1398	citG	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
CBDGGIMO_00023	gene	1503	citF			
CBDGGIMO_00023	CDS	1503	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
CBDGGIMO_00024	gene	876	citE			
CBDGGIMO_00024	CDS	876	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
CBDGGIMO_00025	gene	288	citD			
CBDGGIMO_00025	CDS	288	citD		COG3052	Citrate lyase acyl carrier protein
CBDGGIMO_00026	gene	1008	citC			
CBDGGIMO_00026	CDS	1008	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
CBDGGIMO_00027	gene	963	lipA			
CBDGGIMO_00027	CDS	963	lipA	2.8.1.8	COG0320	Lipoyl synthase
CBDGGIMO_00028	gene	639	lipB			
CBDGGIMO_00028	CDS	639	lipB	2.3.1.181	COG0321	Octanoyltransferase
CBDGGIMO_00029	gene	279				
CBDGGIMO_00029	CDS	279				hypothetical protein
CBDGGIMO_00030	gene	1182	dacA			
CBDGGIMO_00030	CDS	1182	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
CBDGGIMO_00031	gene	864	rlpA			
CBDGGIMO_00031	CDS	864	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
CBDGGIMO_00032	gene	1116	mrdB			
CBDGGIMO_00032	CDS	1116	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
CBDGGIMO_00033	gene	1956	mrdA			
CBDGGIMO_00033	CDS	1956	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
CBDGGIMO_00034	gene	468	rlmH			
CBDGGIMO_00034	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
CBDGGIMO_00035	gene	309	rsfS			
CBDGGIMO_00035	CDS	309	rsfS		COG0799	Ribosomal silencing factor RsfS
CBDGGIMO_00036	gene	1656	aspT			
CBDGGIMO_00036	CDS	1656	aspT			Aspartate/alanine antiporter
CBDGGIMO_00037	gene	1779	bacA_1			
CBDGGIMO_00037	CDS	1779	bacA_1		COG4178	Vitamin B12 transport ATP-binding protein BacA
CBDGGIMO_00038	gene	1056	mreB			
CBDGGIMO_00038	CDS	1056	mreB		COG1077	Cell shape-determining protein MreB
CBDGGIMO_00039	gene	1056	mreC			
CBDGGIMO_00039	CDS	1056	mreC		COG1792	Cell shape-determining protein MreC
CBDGGIMO_00040	gene	489	mreD			
CBDGGIMO_00040	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
CBDGGIMO_00041	gene	777				
CBDGGIMO_00041	CDS	777				hypothetical protein
CBDGGIMO_00042	gene	804	xthA			
CBDGGIMO_00042	CDS	804	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
CBDGGIMO_00043	gene	675	rluA_1			
CBDGGIMO_00043	CDS	675	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
CBDGGIMO_00044	gene	1065				
CBDGGIMO_00044	CDS	1065				hypothetical protein
CBDGGIMO_00045	gene	663	yccA			
CBDGGIMO_00045	CDS	663	yccA		COG0670	Modulator of FtsH protease YccA
CBDGGIMO_00046	gene	90				
CBDGGIMO_00046	tRNA	90				tRNA-Ser(tga)
CBDGGIMO_00047	gene	555	ytfJ			
CBDGGIMO_00047	CDS	555	ytfJ		COG3054	putative protein YtfJ
CBDGGIMO_00048	gene	327				
CBDGGIMO_00048	CDS	327				hypothetical protein
CBDGGIMO_00049	gene	639	eda			
CBDGGIMO_00049	CDS	639	eda		COG0800	Putative KHG/KDPG aldolase
CBDGGIMO_00050	gene	846				
CBDGGIMO_00050	CDS	846		1.-.-.-	COG1028	putative oxidoreductase
CBDGGIMO_00051	gene	945	kdgK			
CBDGGIMO_00051	CDS	945	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
CBDGGIMO_00052	gene	1185	dctM			
CBDGGIMO_00052	CDS	1185	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
CBDGGIMO_00053	gene	471				
CBDGGIMO_00053	CDS	471				hypothetical protein
CBDGGIMO_00054	gene	987				
CBDGGIMO_00054	CDS	987			COG1638	putative protein
CBDGGIMO_00055	gene	1029	yjmD			
CBDGGIMO_00055	CDS	1029	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
CBDGGIMO_00056	gene	750	lutR			
CBDGGIMO_00056	CDS	750	lutR		COG2186	HTH-type transcriptional regulator LutR
CBDGGIMO_00057	gene	1185	uxuA			
CBDGGIMO_00057	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
CBDGGIMO_00058	gene	714				
CBDGGIMO_00058	CDS	714				hypothetical protein
CBDGGIMO_00059	gene	1830	uvrC			
CBDGGIMO_00059	CDS	1830	uvrC		COG0322	UvrABC system protein C
CBDGGIMO_00060	gene	765	kdsB			
CBDGGIMO_00060	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
CBDGGIMO_00061	gene	999	lpxK			
CBDGGIMO_00061	CDS	999	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
CBDGGIMO_00062	gene	1764	msbA_1			
CBDGGIMO_00062	CDS	1764	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CBDGGIMO_00063	gene	2367				
CBDGGIMO_00063	CDS	2367				hypothetical protein
CBDGGIMO_00064	gene	438	dksA			
CBDGGIMO_00064	CDS	438	dksA		COG1734	RNA polymerase-binding transcription factor DksA
CBDGGIMO_00065	gene	1359	pcnB			
CBDGGIMO_00065	CDS	1359	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
CBDGGIMO_00066	gene	483	folK			
CBDGGIMO_00066	CDS	483	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
CBDGGIMO_00067	gene	477	tsaE			
CBDGGIMO_00067	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CBDGGIMO_00068	gene	1299				
CBDGGIMO_00068	CDS	1299				hypothetical protein
CBDGGIMO_00069	gene	1890	mutL			
CBDGGIMO_00069	CDS	1890	mutL		COG0323	DNA mismatch repair protein MutL
CBDGGIMO_00070	gene	936	miaA			
CBDGGIMO_00070	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CBDGGIMO_00071	gene	2946	glnE			
CBDGGIMO_00071	CDS	2946	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
CBDGGIMO_00072	gene	1677	recN			
CBDGGIMO_00072	CDS	1677	recN		COG0497	DNA repair protein RecN
CBDGGIMO_00073	gene	858	nadK			
CBDGGIMO_00073	CDS	858	nadK	2.7.1.23	COG0061	NAD kinase
CBDGGIMO_00074	gene	597	grpE			
CBDGGIMO_00074	CDS	597	grpE		COG0576	Protein GrpE
CBDGGIMO_00075	gene	345				
CBDGGIMO_00075	CDS	345			COG1708	putative protein
CBDGGIMO_00076	gene	441				
CBDGGIMO_00076	CDS	441				putative protein
CBDGGIMO_00077	gene	2124	nrdD			
CBDGGIMO_00077	CDS	2124	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
CBDGGIMO_00078	gene	861	tesB			
CBDGGIMO_00078	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
CBDGGIMO_00079	gene	867				
CBDGGIMO_00079	CDS	867				hypothetical protein
CBDGGIMO_00080	gene	1380	cysS			
CBDGGIMO_00080	CDS	1380	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
CBDGGIMO_00081	gene	510	ppiB			
CBDGGIMO_00081	CDS	510	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
CBDGGIMO_00082	gene	432				
CBDGGIMO_00082	CDS	432				hypothetical protein
CBDGGIMO_00083	gene	789	yjjV_1			
CBDGGIMO_00083	CDS	789	yjjV_1	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
CBDGGIMO_00084	gene	267				
CBDGGIMO_00084	CDS	267				hypothetical protein
CBDGGIMO_00085	gene	255				
CBDGGIMO_00085	CDS	255				hypothetical protein
CBDGGIMO_00086	gene	324	trxA			
CBDGGIMO_00086	CDS	324	trxA			Thioredoxin 1
CBDGGIMO_00087	gene	996	ldhA			
CBDGGIMO_00087	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
CBDGGIMO_00088	gene	1110	metI			
CBDGGIMO_00088	CDS	1110	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
CBDGGIMO_00089	gene	76				
CBDGGIMO_00089	tRNA	76				tRNA-Gly(gcc)
CBDGGIMO_00090	gene	74				
CBDGGIMO_00090	tRNA	74				tRNA-Cys(gca)
CBDGGIMO_00091	gene	87				
CBDGGIMO_00091	tRNA	87				tRNA-Leu(taa)
CBDGGIMO_00092	gene	76				
CBDGGIMO_00092	tRNA	76				tRNA-Lys(ttt)
CBDGGIMO_00093	gene	1278	thrC			
CBDGGIMO_00093	CDS	1278	thrC	4.2.3.1	COG0498	Threonine synthase
CBDGGIMO_00094	gene	945	thrB			
CBDGGIMO_00094	CDS	945	thrB	2.7.1.39		Homoserine kinase
CBDGGIMO_00095	gene	2448	thrA			
CBDGGIMO_00095	CDS	2448	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
CBDGGIMO_00096	gene	714				
CBDGGIMO_00096	CDS	714			COG0325	Pyridoxal phosphate homeostasis protein
CBDGGIMO_00097	gene	1137	garK			
CBDGGIMO_00097	CDS	1137	garK	2.7.1.165	COG1929	Glycerate 2-kinase
CBDGGIMO_00098	gene	1260	gntP			
CBDGGIMO_00098	CDS	1260	gntP		COG2610	High-affinity gluconate transporter
CBDGGIMO_00099	gene	1107	cdaR			
CBDGGIMO_00099	CDS	1107	cdaR		COG3835	Carbohydrate diacid regulator
CBDGGIMO_00100	gene	321				
CBDGGIMO_00100	CDS	321				hypothetical protein
CBDGGIMO_00101	gene	756	COQ5_1			
CBDGGIMO_00101	CDS	756	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CBDGGIMO_00102	gene	120				
CBDGGIMO_00102	CDS	120				hypothetical protein
CBDGGIMO_00103	gene	576				
CBDGGIMO_00103	CDS	576				hypothetical protein
CBDGGIMO_00104	gene	885	fbpA			
CBDGGIMO_00104	CDS	885	fbpA		COG1840	Iron-utilization periplasmic protein
CBDGGIMO_00105	gene	1521				
CBDGGIMO_00105	CDS	1521				hypothetical protein
CBDGGIMO_00106	gene	1071	fbpC2_1			
CBDGGIMO_00106	CDS	1071	fbpC2_1	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
CBDGGIMO_00107	gene	396				
CBDGGIMO_00107	CDS	396				hypothetical protein
CBDGGIMO_00108	gene	1134	dapE			
CBDGGIMO_00108	CDS	1134	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
CBDGGIMO_00109	gene	345				
CBDGGIMO_00109	CDS	345			COG1393	putative protein
CBDGGIMO_00110	gene	1881	htpG			
CBDGGIMO_00110	CDS	1881	htpG		COG0326	Chaperone protein HtpG
CBDGGIMO_00111	gene	756				
CBDGGIMO_00111	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
CBDGGIMO_00112	gene	1389	ffh			
CBDGGIMO_00112	CDS	1389	ffh		COG0541	Signal recognition particle protein
CBDGGIMO_00113	gene	1263				
CBDGGIMO_00113	CDS	1263				hypothetical protein
CBDGGIMO_00114	gene	912				
CBDGGIMO_00114	CDS	912				hypothetical protein
CBDGGIMO_00115	gene	342				
CBDGGIMO_00115	CDS	342				hypothetical protein
CBDGGIMO_00116	gene	1290	serS			
CBDGGIMO_00116	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
CBDGGIMO_00117	gene	630	gst			
CBDGGIMO_00117	CDS	630	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
CBDGGIMO_00118	gene	2235	tdhA			
CBDGGIMO_00118	CDS	2235	tdhA		COG1629	TonB-dependent heme receptor A
CBDGGIMO_00119	gene	110				
CBDGGIMO_00119	rRNA	110				5S ribosomal RNA
CBDGGIMO_00120	gene	2897				
CBDGGIMO_00120	rRNA	2897				23S ribosomal RNA
CBDGGIMO_00121	gene	76				
CBDGGIMO_00121	tRNA	76				tRNA-Glu(ttc)
CBDGGIMO_00122	gene	1536				
CBDGGIMO_00122	rRNA	1536				16S ribosomal RNA
CBDGGIMO_00123	gene	77				
CBDGGIMO_00123	tRNA	77				tRNA-Pro(tgg)
CBDGGIMO_00124	gene	76				
CBDGGIMO_00124	tRNA	76				tRNA-His(gtg)
CBDGGIMO_00125	gene	77				
CBDGGIMO_00125	tRNA	77				tRNA-Arg(ccg)
CBDGGIMO_00126	gene	1572	rlmL_1			
CBDGGIMO_00126	CDS	1572	rlmL_1		COG0116	Ribosomal RNA large subunit methyltransferase K/L
CBDGGIMO_00127	gene	618	rlmL_2			
CBDGGIMO_00127	CDS	618	rlmL_2		COG0116	Ribosomal RNA large subunit methyltransferase K/L
CBDGGIMO_00128	gene	77				
CBDGGIMO_00128	tRNA	77				tRNA-Met(cat)
CBDGGIMO_00129	gene	933	mltA			
CBDGGIMO_00129	CDS	933	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
CBDGGIMO_00130	gene	771	tcdA			
CBDGGIMO_00130	CDS	771	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
CBDGGIMO_00131	gene	1014	znuA			
CBDGGIMO_00131	CDS	1014	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
CBDGGIMO_00132	gene	507				
CBDGGIMO_00132	CDS	507				hypothetical protein
CBDGGIMO_00133	gene	1362	mpl			
CBDGGIMO_00133	CDS	1362	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
CBDGGIMO_00134	gene	1191	metC			
CBDGGIMO_00134	CDS	1191	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
CBDGGIMO_00135	gene	513	pgsA			
CBDGGIMO_00135	CDS	513	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CBDGGIMO_00136	gene	76				
CBDGGIMO_00136	tRNA	76				tRNA-Gly(gcc)
CBDGGIMO_00137	gene	87				
CBDGGIMO_00137	tRNA	87				tRNA-Leu(taa)
CBDGGIMO_00138	gene	76				
CBDGGIMO_00138	tRNA	76				tRNA-Lys(ttt)
CBDGGIMO_00139	gene	531	ppa			
CBDGGIMO_00139	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
CBDGGIMO_00140	gene	1317	ghxP			
CBDGGIMO_00140	CDS	1317	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
CBDGGIMO_00141	gene	987	potA_1			
CBDGGIMO_00141	CDS	987	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CBDGGIMO_00142	gene	2037				
CBDGGIMO_00142	CDS	2037				hypothetical protein
CBDGGIMO_00143	gene	1041				
CBDGGIMO_00143	CDS	1041			COG1840	putative protein
CBDGGIMO_00144	gene	642	udk			
CBDGGIMO_00144	CDS	642	udk	2.7.1.48		Uridine kinase
CBDGGIMO_00145	gene	588	dcd			
CBDGGIMO_00145	CDS	588	dcd	3.5.4.13	COG0717	dCTP deaminase
CBDGGIMO_00146	gene	1176				
CBDGGIMO_00146	CDS	1176				hypothetical protein
CBDGGIMO_00147	gene	1191	sotB			
CBDGGIMO_00147	CDS	1191	sotB		COG2814	Sugar efflux transporter
CBDGGIMO_00148	gene	1515	der			
CBDGGIMO_00148	CDS	1515	der		COG1160	GTPase Der
CBDGGIMO_00149	gene	77				
CBDGGIMO_00149	tRNA	77				tRNA-Asp(gtc)
CBDGGIMO_00150	gene	77				
CBDGGIMO_00150	tRNA	77				tRNA-Asp(gtc)
CBDGGIMO_00151	gene	771	dnaQ			
CBDGGIMO_00151	CDS	771	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
CBDGGIMO_00152	gene	465	rnhA			
CBDGGIMO_00152	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
CBDGGIMO_00153	gene	1080				
CBDGGIMO_00153	CDS	1080				hypothetical protein
CBDGGIMO_00154	gene	1146	nagA			
CBDGGIMO_00154	CDS	1146	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
CBDGGIMO_00155	gene	813	nagB			
CBDGGIMO_00155	CDS	813	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
CBDGGIMO_00156	gene	882	nanA			
CBDGGIMO_00156	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
CBDGGIMO_00157	gene	867	ybbH			
CBDGGIMO_00157	CDS	867	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
CBDGGIMO_00158	gene	903	nanK			
CBDGGIMO_00158	CDS	903	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
CBDGGIMO_00159	gene	687	nanE			
CBDGGIMO_00159	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
CBDGGIMO_00160	gene	990	siaP			
CBDGGIMO_00160	CDS	990	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
CBDGGIMO_00161	gene	1851	siaT			
CBDGGIMO_00161	CDS	1851	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
CBDGGIMO_00162	gene	1140	nanM			
CBDGGIMO_00162	CDS	1140	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
CBDGGIMO_00163	gene	192				
CBDGGIMO_00163	CDS	192				hypothetical protein
CBDGGIMO_00164	gene	888	hflC			
CBDGGIMO_00164	CDS	888	hflC		COG0330	Modulator of FtsH protease HflC
CBDGGIMO_00165	gene	1221	hflK			
CBDGGIMO_00165	CDS	1221	hflK		COG0330	Modulator of FtsH protease HflK
CBDGGIMO_00166	gene	708				
CBDGGIMO_00166	CDS	708				hypothetical protein
CBDGGIMO_00167	gene	1182	dcuB			
CBDGGIMO_00167	CDS	1182	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
CBDGGIMO_00168	gene	174				
CBDGGIMO_00168	CDS	174				hypothetical protein
CBDGGIMO_00169	gene	231	acpP			
CBDGGIMO_00169	CDS	231	acpP		COG0236	Acyl carrier protein
CBDGGIMO_00170	gene	729	fabG			
CBDGGIMO_00170	CDS	729	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CBDGGIMO_00171	gene	939	fabD			
CBDGGIMO_00171	CDS	939	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
CBDGGIMO_00172	gene	951	fabH			
CBDGGIMO_00172	CDS	951	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CBDGGIMO_00173	gene	171	rpmF			
CBDGGIMO_00173	CDS	171	rpmF		COG0333	50S ribosomal protein L32
CBDGGIMO_00174	gene	525	yceD			
CBDGGIMO_00174	CDS	525	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
CBDGGIMO_00175	gene	873	psd			
CBDGGIMO_00175	CDS	873	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
CBDGGIMO_00176	gene	1371	gor			
CBDGGIMO_00176	CDS	1371	gor	1.8.1.7	COG1249	Glutathione reductase
CBDGGIMO_00177	gene	600				
CBDGGIMO_00177	CDS	600				hypothetical protein
CBDGGIMO_00178	gene	312	bolA			
CBDGGIMO_00178	CDS	312	bolA		COG0271	DNA-binding transcriptional regulator BolA
CBDGGIMO_00179	gene	1344	nqrA			
CBDGGIMO_00179	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
CBDGGIMO_00180	gene	1236	nqrB			
CBDGGIMO_00180	CDS	1236	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
CBDGGIMO_00181	gene	735	nqrC			
CBDGGIMO_00181	CDS	735	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
CBDGGIMO_00182	gene	627	nqrD			
CBDGGIMO_00182	CDS	627	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
CBDGGIMO_00183	gene	597	nqrE			
CBDGGIMO_00183	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
CBDGGIMO_00184	gene	1236	nqrF			
CBDGGIMO_00184	CDS	1236	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
CBDGGIMO_00185	gene	1041	apbE			
CBDGGIMO_00185	CDS	1041	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
CBDGGIMO_00186	gene	261				
CBDGGIMO_00186	CDS	261				hypothetical protein
CBDGGIMO_00187	gene	1257	mnmA			
CBDGGIMO_00187	CDS	1257	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
CBDGGIMO_00188	gene	735	yfiH			
CBDGGIMO_00188	CDS	735	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
CBDGGIMO_00189	gene	975	rluD			
CBDGGIMO_00189	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CBDGGIMO_00190	gene	789	bamD			
CBDGGIMO_00190	CDS	789	bamD		COG4105	Outer membrane protein assembly factor BamD
CBDGGIMO_00191	gene	483	pe			
CBDGGIMO_00191	CDS	483	pe			Surface-adhesin protein E
CBDGGIMO_00192	gene	741	pflA			
CBDGGIMO_00192	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
CBDGGIMO_00193	gene	2313	pflB			
CBDGGIMO_00193	CDS	2313	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
CBDGGIMO_00194	gene	855	focA			
CBDGGIMO_00194	CDS	855	focA		COG2116	putative formate transporter 1
CBDGGIMO_00195	gene	915	nagK			
CBDGGIMO_00195	CDS	915	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
CBDGGIMO_00196	gene	1440	alsT_1			
CBDGGIMO_00196	CDS	1440	alsT_1		COG1115	Amino-acid carrier protein AlsT
CBDGGIMO_00197	gene	828				
CBDGGIMO_00197	CDS	828		3.1.2.12	COG0627	S-formylglutathione hydrolase
CBDGGIMO_00198	gene	1137	frmA			
CBDGGIMO_00198	CDS	1137	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
CBDGGIMO_00199	gene	408				
CBDGGIMO_00199	CDS	408			COG0789	putative HTH-type transcriptional regulator
CBDGGIMO_00200	gene	270	tatA			
CBDGGIMO_00200	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
CBDGGIMO_00201	gene	525	tatB			
CBDGGIMO_00201	CDS	525	tatB			Sec-independent protein translocase protein TatB
CBDGGIMO_00202	gene	771	tatC			
CBDGGIMO_00202	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
CBDGGIMO_00203	gene	1350	gdhA			
CBDGGIMO_00203	CDS	1350	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
CBDGGIMO_00204	gene	441	fur			
CBDGGIMO_00204	CDS	441	fur		COG0735	Ferric uptake regulation protein
CBDGGIMO_00205	gene	525	fldA			
CBDGGIMO_00205	CDS	525	fldA		COG0716	Flavodoxin 1
CBDGGIMO_00206	gene	783	ybfF			
CBDGGIMO_00206	CDS	783	ybfF	3.1.-.-	COG0596	Esterase YbfF
CBDGGIMO_00207	gene	594	seqA			
CBDGGIMO_00207	CDS	594	seqA		COG3057	Negative modulator of initiation of replication
CBDGGIMO_00208	gene	1359	menE			
CBDGGIMO_00208	CDS	1359	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
CBDGGIMO_00209	gene	3321				
CBDGGIMO_00209	CDS	3321			COG3264	putative MscS family protein.1
CBDGGIMO_00210	gene	1074	aroC			
CBDGGIMO_00210	CDS	1074	aroC	4.2.3.5	COG0082	Chorismate synthase
CBDGGIMO_00211	gene	861	mepA			
