locus_tag	ftype	length_bp	gene	EC_number	COG	product
DOCPLECE_00047	gene	2274	hypF			
DOCPLECE_00047	CDS	2274	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
DOCPLECE_00048	gene	993	aguA			
DOCPLECE_00048	CDS	993	aguA	3.5.3.12	COG2957	Agmatine deiminase
DOCPLECE_00049	gene	693	dpnA_1			
DOCPLECE_00049	CDS	693	dpnA_1	2.1.1.72		Modification methylase DpnIIB
DOCPLECE_00050	gene	558				
DOCPLECE_00050	CDS	558				hypothetical protein
DOCPLECE_00051	gene	1032				
DOCPLECE_00051	CDS	1032				hypothetical protein
DOCPLECE_00052	gene	786				
DOCPLECE_00052	CDS	786				hypothetical protein
DOCPLECE_00053	gene	1491	putP			
DOCPLECE_00053	CDS	1491	putP		COG0591	High-affinity proline transporter PutP
DOCPLECE_00054	gene	3558	rocA			
DOCPLECE_00054	CDS	3558	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
DOCPLECE_00055	gene	210				
DOCPLECE_00055	CDS	210				hypothetical protein
DOCPLECE_00056	gene	93				
DOCPLECE_00056	CDS	93				hypothetical protein
DOCPLECE_00057	gene	663				
DOCPLECE_00057	CDS	663				hypothetical protein
DOCPLECE_00058	gene	309				
DOCPLECE_00058	CDS	309				hypothetical protein
DOCPLECE_00059	gene	984	smc			
DOCPLECE_00059	CDS	984	smc			Chromosome partition protein Smc
DOCPLECE_00060	gene	432				
DOCPLECE_00060	CDS	432				hypothetical protein
DOCPLECE_00061	gene	168				
DOCPLECE_00061	CDS	168				hypothetical protein
DOCPLECE_00062	gene	1569				
DOCPLECE_00062	CDS	1569				hypothetical protein
DOCPLECE_00063	gene	132				
DOCPLECE_00063	CDS	132				hypothetical protein
DOCPLECE_00064	gene	570				
DOCPLECE_00064	CDS	570				hypothetical protein
DOCPLECE_00065	gene	261				
DOCPLECE_00065	CDS	261				hypothetical protein
DOCPLECE_00066	gene	1503				
DOCPLECE_00066	CDS	1503				hypothetical protein
DOCPLECE_00067	gene	420				
DOCPLECE_00067	CDS	420				hypothetical protein
DOCPLECE_00068	gene	354				
DOCPLECE_00068	CDS	354				hypothetical protein
DOCPLECE_00069	gene	2421				
DOCPLECE_00069	CDS	2421				hypothetical protein
DOCPLECE_00070	gene	798	ureH			
DOCPLECE_00070	CDS	798	ureH		COG0829	Urease accessory protein UreH
DOCPLECE_00071	gene	600	ureG			
DOCPLECE_00071	CDS	600	ureG		COG0378	Urease accessory protein UreG
DOCPLECE_00072	gene	753	ureF			
DOCPLECE_00072	CDS	753	ureF		COG0830	Urease accessory protein UreF
DOCPLECE_00073	gene	513	ureE			
DOCPLECE_00073	CDS	513	ureE		COG2371	Urease accessory protein UreE
DOCPLECE_00074	gene	588	ureI			
DOCPLECE_00074	CDS	588	ureI			Acid-activated urea channel
DOCPLECE_00075	gene	1710	ureB			
DOCPLECE_00075	CDS	1710	ureB	3.5.1.5	COG0804	Urease subunit beta
DOCPLECE_00076	gene	717	ureA			
DOCPLECE_00076	CDS	717	ureA	3.5.1.5	COG0831	Urease subunit alpha
DOCPLECE_00077	gene	76				
DOCPLECE_00077	tRNA	76				tRNA-Val(gac)
DOCPLECE_00078	gene	492	lspA			
DOCPLECE_00078	CDS	492	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
DOCPLECE_00079	gene	1338	glmM			
DOCPLECE_00079	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
DOCPLECE_00080	gene	270	rpsT			
DOCPLECE_00080	CDS	270	rpsT		COG0268	30S ribosomal protein S20
DOCPLECE_00081	gene	1059	prfA			
DOCPLECE_00081	CDS	1059	prfA		COG0216	Peptide chain release factor RF1
DOCPLECE_00082	gene	768				
DOCPLECE_00082	CDS	768				hypothetical protein
DOCPLECE_00083	gene	1773				
DOCPLECE_00083	CDS	1773				hypothetical protein
DOCPLECE_00084	gene	2022				
DOCPLECE_00084	CDS	2022				hypothetical protein
DOCPLECE_00085	gene	390	rpsI			
DOCPLECE_00085	CDS	390	rpsI		COG0103	30S ribosomal protein S9
DOCPLECE_00086	gene	426	rplM			
DOCPLECE_00086	CDS	426	rplM		COG0102	50S ribosomal protein L13
DOCPLECE_00087	gene	189				
DOCPLECE_00087	CDS	189				hypothetical protein
DOCPLECE_00088	gene	1353	mqo			
DOCPLECE_00088	CDS	1353	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
DOCPLECE_00089	gene	1374				
DOCPLECE_00089	CDS	1374				hypothetical protein
DOCPLECE_00090	gene	2046	rpoD			
DOCPLECE_00090	CDS	2046	rpoD		COG0568	RNA polymerase sigma factor RpoD
DOCPLECE_00091	gene	696	mtnN			
DOCPLECE_00091	CDS	696	mtnN	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
DOCPLECE_00092	gene	930	fenF			
DOCPLECE_00092	CDS	930	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
DOCPLECE_00093	gene	92				
DOCPLECE_00093	tRNA	92				tRNA-Ser(gct)
DOCPLECE_00094	gene	219	mboIR_1			
DOCPLECE_00094	CDS	219	mboIR_1	3.1.21.4		Type-2 restriction enzyme MboI
DOCPLECE_00095	gene	204				
DOCPLECE_00095	CDS	204				hypothetical protein
DOCPLECE_00096	gene	282	mboIR_2			
DOCPLECE_00096	CDS	282	mboIR_2	3.1.21.4		Type-2 restriction enzyme MboI
DOCPLECE_00097	gene	834				
DOCPLECE_00097	CDS	834				hypothetical protein
DOCPLECE_00098	gene	441	wbnK			
DOCPLECE_00098	CDS	441	wbnK	2.4.1.308		O-antigen biosynthesis glycosyltransferase WbnK
DOCPLECE_00099	gene	423				
DOCPLECE_00099	CDS	423				hypothetical protein
DOCPLECE_00100	gene	531				
DOCPLECE_00100	CDS	531				hypothetical protein
DOCPLECE_00101	gene	945				
DOCPLECE_00101	CDS	945		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
DOCPLECE_00102	gene	714				
DOCPLECE_00102	CDS	714				hypothetical protein
DOCPLECE_00103	gene	1461	thrC			
DOCPLECE_00103	CDS	1461	thrC	4.2.3.1	COG0498	Threonine synthase
DOCPLECE_00104	gene	2028	pctB			
DOCPLECE_00104	CDS	2028	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
DOCPLECE_00105	gene	1107	queH			
DOCPLECE_00105	CDS	1107	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
DOCPLECE_00106	gene	762				
DOCPLECE_00106	CDS	762				hypothetical protein
DOCPLECE_00107	gene	783				
DOCPLECE_00107	CDS	783				hypothetical protein
DOCPLECE_00108	gene	1695	mcp4			
DOCPLECE_00108	CDS	1695	mcp4		COG0840	Methyl-accepting chemotaxis protein 4
DOCPLECE_00109	gene	1746	yfkN			
DOCPLECE_00109	CDS	1746	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
DOCPLECE_00110	gene	459	luxS			
DOCPLECE_00110	CDS	459	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
DOCPLECE_00111	gene	1143	metB			
DOCPLECE_00111	CDS	1143	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
DOCPLECE_00112	gene	918	cysM			
DOCPLECE_00112	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
DOCPLECE_00113	gene	459				
DOCPLECE_00113	CDS	459				hypothetical protein
DOCPLECE_00114	gene	1863	dnaK			
DOCPLECE_00114	CDS	1863	dnaK			Chaperone protein DnaK
DOCPLECE_00115	gene	576	grpE			
DOCPLECE_00115	CDS	576	grpE			Protein GrpE
DOCPLECE_00116	gene	801	hrcA			
DOCPLECE_00116	CDS	801	hrcA			Heat-inducible transcription repressor HrcA
DOCPLECE_00117	gene	639				
DOCPLECE_00117	CDS	639				hypothetical protein
DOCPLECE_00118	gene	297				
DOCPLECE_00118	CDS	297				hypothetical protein
DOCPLECE_00119	gene	1884				
DOCPLECE_00119	CDS	1884				hypothetical protein
DOCPLECE_00120	gene	1545	flaB			
DOCPLECE_00120	CDS	1545	flaB		COG1344	Flagellin B
DOCPLECE_00121	gene	2211	topA_1			
DOCPLECE_00121	CDS	2211	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
DOCPLECE_00122	gene	927	moaA_1			
DOCPLECE_00122	CDS	927	moaA_1			GTP 3',8-cyclase
DOCPLECE_00123	gene	1239				
DOCPLECE_00123	CDS	1239				hypothetical protein
DOCPLECE_00124	gene	2439	ppsA			
DOCPLECE_00124	CDS	2439	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
DOCPLECE_00125	gene	1839	thrZ			
DOCPLECE_00125	CDS	1839	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
DOCPLECE_00126	gene	612	infC			
DOCPLECE_00126	CDS	612	infC		COG0290	Translation initiation factor IF-3
DOCPLECE_00127	gene	195				
DOCPLECE_00127	CDS	195				hypothetical protein
DOCPLECE_00128	gene	351	rplT			
DOCPLECE_00128	CDS	351	rplT		COG0292	50S ribosomal protein L20
DOCPLECE_00129	gene	861				
DOCPLECE_00129	CDS	861				hypothetical protein
DOCPLECE_00130	gene	432				
DOCPLECE_00130	CDS	432				hypothetical protein
DOCPLECE_00131	gene	858				
DOCPLECE_00131	CDS	858				hypothetical protein
DOCPLECE_00132	gene	1368	sdaA			
DOCPLECE_00132	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
DOCPLECE_00133	gene	1242	sdaC			
DOCPLECE_00133	CDS	1242	sdaC		COG0814	Serine transporter
DOCPLECE_00134	gene	1350	aroH			
DOCPLECE_00134	CDS	1350	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
DOCPLECE_00135	gene	135				
DOCPLECE_00135	CDS	135				hypothetical protein
DOCPLECE_00136	gene	459	bcp			
DOCPLECE_00136	CDS	459	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
DOCPLECE_00137	gene	636				
DOCPLECE_00137	CDS	636			COG1556	putative protein
DOCPLECE_00138	gene	1446	lutB			
DOCPLECE_00138	CDS	1446	lutB		COG1139	Lactate utilization protein B
DOCPLECE_00139	gene	729	lutA			
DOCPLECE_00139	CDS	729	lutA		COG0247	Lactate utilization protein A
DOCPLECE_00140	gene	1650	lldP_1			
DOCPLECE_00140	CDS	1650	lldP_1		COG1620	L-lactate permease
DOCPLECE_00141	gene	1656	lldP_2			
DOCPLECE_00141	CDS	1656	lldP_2		COG1620	L-lactate permease
DOCPLECE_00142	gene	987	mutY			
DOCPLECE_00142	CDS	987	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
DOCPLECE_00143	gene	1449	ttdT			
DOCPLECE_00143	CDS	1449	ttdT		COG0471	L-tartrate/succinate antiporter
DOCPLECE_00144	gene	1467	ccoN1			
DOCPLECE_00144	CDS	1467	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
DOCPLECE_00145	gene	699				
DOCPLECE_00145	CDS	699				hypothetical protein
DOCPLECE_00146	gene	219				
DOCPLECE_00146	CDS	219				hypothetical protein
DOCPLECE_00147	gene	879	ccoP			
DOCPLECE_00147	CDS	879	ccoP		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP
DOCPLECE_00148	gene	207				
DOCPLECE_00148	CDS	207				hypothetical protein
DOCPLECE_00149	gene	108				
DOCPLECE_00149	CDS	108				hypothetical protein
DOCPLECE_00150	gene	594				
DOCPLECE_00150	CDS	594				hypothetical protein
DOCPLECE_00151	gene	582				
DOCPLECE_00151	CDS	582				hypothetical protein
DOCPLECE_00152	gene	768				
DOCPLECE_00152	CDS	768				hypothetical protein
DOCPLECE_00153	gene	864	mqnD			
DOCPLECE_00153	CDS	864	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
DOCPLECE_00154	gene	1044	recA			
DOCPLECE_00154	CDS	1044	recA		COG0468	Protein RecA
DOCPLECE_00155	gene	1281	eno			
DOCPLECE_00155	CDS	1281	eno	4.2.1.11	COG0148	Enolase
DOCPLECE_00156	gene	276				
DOCPLECE_00156	CDS	276				hypothetical protein
DOCPLECE_00157	gene	597				
DOCPLECE_00157	CDS	597				hypothetical protein
DOCPLECE_00158	gene	489	aroK			
DOCPLECE_00158	CDS	489	aroK	2.7.1.71	COG0703	Shikimate kinase
DOCPLECE_00159	gene	957				
DOCPLECE_00159	CDS	957				hypothetical protein
DOCPLECE_00160	gene	1134				
DOCPLECE_00160	CDS	1134				hypothetical protein
DOCPLECE_00161	gene	918	hcpD			
DOCPLECE_00161	CDS	918	hcpD	3.5.2.6	COG0790	Putative beta-lactamase HcpD
DOCPLECE_00162	gene	723				
DOCPLECE_00162	CDS	723			COG0217	putative transcriptional regulatory protein
DOCPLECE_00163	gene	972	hemB			
DOCPLECE_00163	CDS	972	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
DOCPLECE_00164	gene	1329				
DOCPLECE_00164	CDS	1329				hypothetical protein
DOCPLECE_00165	gene	678	arlR			
DOCPLECE_00165	CDS	678	arlR		COG0745	Response regulator ArlR
DOCPLECE_00166	gene	474				
DOCPLECE_00166	CDS	474				hypothetical protein
DOCPLECE_00167	gene	264				
DOCPLECE_00167	CDS	264				hypothetical protein
DOCPLECE_00168	gene	1269				
DOCPLECE_00168	CDS	1269				hypothetical protein
DOCPLECE_00169	gene	732				
DOCPLECE_00169	CDS	732				hypothetical protein
DOCPLECE_00170	gene	1092	prfB			
DOCPLECE_00170	CDS	1092	prfB		COG1186	Peptide chain release factor RF2
DOCPLECE_00171	gene	1173	moeA			
DOCPLECE_00171	CDS	1173	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
DOCPLECE_00172	gene	768	fliR			
DOCPLECE_00172	CDS	768	fliR		COG1684	Flagellar biosynthetic protein FliR
DOCPLECE_00173	gene	729				
DOCPLECE_00173	CDS	729				hypothetical protein
DOCPLECE_00174	gene	900				
DOCPLECE_00174	CDS	900		5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase
DOCPLECE_00175	gene	924	fba			
DOCPLECE_00175	CDS	924	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
DOCPLECE_00176	gene	564	efp			
DOCPLECE_00176	CDS	564	efp		COG0231	Elongation factor P
DOCPLECE_00177	gene	1347				
DOCPLECE_00177	CDS	1347				hypothetical protein
DOCPLECE_00178	gene	1221	ydjA			
DOCPLECE_00178	CDS	1221	ydjA	3.1.21.4		Type-2 restriction enzyme BsuMI component YdjA
DOCPLECE_00179	gene	1023	pseI			
DOCPLECE_00179	CDS	1023	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
DOCPLECE_00180	gene	642	lolD			
DOCPLECE_00180	CDS	642	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DOCPLECE_00181	gene	1278	lnt			
DOCPLECE_00181	CDS	1278	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
DOCPLECE_00182	gene	711				
DOCPLECE_00182	CDS	711				hypothetical protein
DOCPLECE_00183	gene	1506	lysS			
DOCPLECE_00183	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
DOCPLECE_00184	gene	1251	glyA			
DOCPLECE_00184	CDS	1251	glyA	2.1.2.1		Serine hydroxymethyltransferase
DOCPLECE_00185	gene	543				
DOCPLECE_00185	CDS	543				hypothetical protein
DOCPLECE_00186	gene	807				
DOCPLECE_00186	CDS	807				hypothetical protein
DOCPLECE_00187	gene	1704				
DOCPLECE_00187	CDS	1704				hypothetical protein
DOCPLECE_00188	gene	534				
DOCPLECE_00188	CDS	534				hypothetical protein
DOCPLECE_00189	gene	1509	clsC			
DOCPLECE_00189	CDS	1509	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
DOCPLECE_00190	gene	738	frdB			
DOCPLECE_00190	CDS	738	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
DOCPLECE_00191	gene	2145	frdA			
DOCPLECE_00191	CDS	2145	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
DOCPLECE_00192	gene	768	frdC			
DOCPLECE_00192	CDS	768	frdC		COG2009	Fumarate reductase cytochrome b subunit
DOCPLECE_00193	gene	705	tpiA			
DOCPLECE_00193	CDS	705	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
DOCPLECE_00194	gene	828	fabI			
DOCPLECE_00194	CDS	828	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DOCPLECE_00195	gene	1011	lpxD			
DOCPLECE_00195	CDS	1011	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
DOCPLECE_00196	gene	1158	metK			
DOCPLECE_00196	CDS	1158	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
DOCPLECE_00197	gene	414	ndk			
DOCPLECE_00197	CDS	414	ndk	2.7.4.6		Nucleoside diphosphate kinase
DOCPLECE_00198	gene	357				
DOCPLECE_00198	CDS	357				hypothetical protein
DOCPLECE_00199	gene	147				
DOCPLECE_00199	CDS	147				hypothetical protein
DOCPLECE_00200	gene	1020	plsX			
DOCPLECE_00200	CDS	1020	plsX	2.3.1.274		Phosphate acyltransferase
DOCPLECE_00201	gene	996	fabH			
DOCPLECE_00201	CDS	996	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
DOCPLECE_00202	gene	303				
DOCPLECE_00202	CDS	303				hypothetical protein
DOCPLECE_00203	gene	384				
DOCPLECE_00203	CDS	384				hypothetical protein
DOCPLECE_00204	gene	2745				
DOCPLECE_00204	CDS	2745				hypothetical protein
DOCPLECE_00205	gene	258				
DOCPLECE_00205	CDS	258				hypothetical protein
DOCPLECE_00206	gene	1107	apbC			
DOCPLECE_00206	CDS	1107	apbC		COG0489	Iron-sulfur cluster carrier protein
DOCPLECE_00207	gene	1050				
DOCPLECE_00207	CDS	1050				hypothetical protein
DOCPLECE_00208	gene	114				
DOCPLECE_00208	CDS	114				hypothetical protein
DOCPLECE_00209	gene	1317				
DOCPLECE_00209	CDS	1317				hypothetical protein
DOCPLECE_00210	gene	1866	htpG			
DOCPLECE_00210	CDS	1866	htpG		COG0326	Chaperone protein HtpG
DOCPLECE_00211	gene	753	hcpA			
DOCPLECE_00211	CDS	753	hcpA	3.5.2.6	COG0790	Beta-lactamase HcpA
DOCPLECE_00212	gene	1167	dapE			
DOCPLECE_00212	CDS	1167	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
DOCPLECE_00213	gene	1866	mnmG			
DOCPLECE_00213	CDS	1866	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
DOCPLECE_00214	gene	1647	sdcS			
DOCPLECE_00214	CDS	1647	sdcS			Sodium-dependent dicarboxylate transporter SdcS
DOCPLECE_00215	gene	801				
DOCPLECE_00215	CDS	801				hypothetical protein
DOCPLECE_00216	gene	1107	dxr			
DOCPLECE_00216	CDS	1107	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
DOCPLECE_00217	gene	522				
DOCPLECE_00217	CDS	522				hypothetical protein
DOCPLECE_00218	gene	528				
DOCPLECE_00218	CDS	528				hypothetical protein
DOCPLECE_00219	gene	627				
DOCPLECE_00219	CDS	627				hypothetical protein
DOCPLECE_00220	gene	504				
DOCPLECE_00220	CDS	504				hypothetical protein
DOCPLECE_00221	gene	1164	iscS			
DOCPLECE_00221	CDS	1164	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
DOCPLECE_00222	gene	981				
DOCPLECE_00222	CDS	981				hypothetical protein
DOCPLECE_00223	gene	261				
DOCPLECE_00223	CDS	261				hypothetical protein
DOCPLECE_00224	gene	1347	radA			
DOCPLECE_00224	CDS	1347	radA	3.6.4.-	COG1066	DNA repair protein RadA
DOCPLECE_00225	gene	1023	msrAB			
DOCPLECE_00225	CDS	1023	msrAB			Peptide methionine sulfoxide reductase msrA/msrB
DOCPLECE_00226	gene	834				
DOCPLECE_00226	CDS	834				hypothetical protein
DOCPLECE_00227	gene	2091				
DOCPLECE_00227	CDS	2091				hypothetical protein
DOCPLECE_00228	gene	1158	dauA			
DOCPLECE_00228	CDS	1158	dauA		COG0659	C4-dicarboxylic acid transporter DauA
DOCPLECE_00229	gene	75				
DOCPLECE_00229	tRNA	75				tRNA-Asn(gtt)
DOCPLECE_00230	gene	1452				
DOCPLECE_00230	CDS	1452				hypothetical protein
DOCPLECE_00231	gene	732	kdsB			
DOCPLECE_00231	CDS	732	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
DOCPLECE_00232	gene	798				
DOCPLECE_00232	CDS	798				hypothetical protein
DOCPLECE_00233	gene	648				
DOCPLECE_00233	CDS	648				hypothetical protein
DOCPLECE_00234	gene	1173	ygiC			
DOCPLECE_00234	CDS	1173	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
DOCPLECE_00235	gene	531				
DOCPLECE_00235	CDS	531				hypothetical protein
DOCPLECE_00236	gene	1068				
DOCPLECE_00236	CDS	1068				hypothetical protein
DOCPLECE_00237	gene	372				
DOCPLECE_00237	CDS	372				hypothetical protein
DOCPLECE_00238	gene	921	hemC			
DOCPLECE_00238	CDS	921	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
DOCPLECE_00239	gene	1731	proS			
DOCPLECE_00239	CDS	1731	proS	6.1.1.15	COG0442	Proline--tRNA ligase
DOCPLECE_00240	gene	1350	hemA			
DOCPLECE_00240	CDS	1350	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
DOCPLECE_00241	gene	924	ispB			
DOCPLECE_00241	CDS	924	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
DOCPLECE_00242	gene	396				
DOCPLECE_00242	CDS	396				hypothetical protein
DOCPLECE_00243	gene	285				
DOCPLECE_00243	CDS	285				hypothetical protein
DOCPLECE_00244	gene	435	dps			
DOCPLECE_00244	CDS	435	dps	1.16.-.-	COG0783	DNA protection during starvation protein
DOCPLECE_00245	gene	1146				
DOCPLECE_00245	CDS	1146				hypothetical protein
DOCPLECE_00246	gene	318				
DOCPLECE_00246	CDS	318				hypothetical protein
DOCPLECE_00247	gene	1029	flgI			
DOCPLECE_00247	CDS	1029	flgI			Flagellar P-ring protein
