locus_tag	ftype	length_bp	gene	EC_number	COG	product
GBJEOBOH_00055	CDS	180	tatAy			Sec-independent protein translocase protein TatAy
GBJEOBOH_00056	gene	234	tatA			
GBJEOBOH_00056	CDS	234	tatA			Sec-independent protein translocase protein TatA
GBJEOBOH_00057	gene	894	trmB			
GBJEOBOH_00057	CDS	894	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
GBJEOBOH_00058	gene	969				
GBJEOBOH_00058	CDS	969				hypothetical protein
GBJEOBOH_00059	gene	513	dmsB			
GBJEOBOH_00059	CDS	513	dmsB		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GBJEOBOH_00060	gene	237				
GBJEOBOH_00060	CDS	237				hypothetical protein
GBJEOBOH_00061	gene	357	rplQ			
GBJEOBOH_00061	CDS	357	rplQ		COG0203	50S ribosomal protein L17
GBJEOBOH_00062	gene	954	rpoA			
GBJEOBOH_00062	CDS	954	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GBJEOBOH_00063	gene	636	rpsD			
GBJEOBOH_00063	CDS	636	rpsD		COG0522	30S ribosomal protein S4
GBJEOBOH_00064	gene	378	rpsK			
GBJEOBOH_00064	CDS	378	rpsK			30S ribosomal protein S11
GBJEOBOH_00065	gene	381	rpsM			
GBJEOBOH_00065	CDS	381	rpsM		COG0099	30S ribosomal protein S13
GBJEOBOH_00066	gene	150				
GBJEOBOH_00066	CDS	150				hypothetical protein
GBJEOBOH_00067	gene	243	infA			
GBJEOBOH_00067	CDS	243	infA		COG0361	Translation initiation factor IF-1
GBJEOBOH_00068	gene	777	map			
GBJEOBOH_00068	CDS	777	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
GBJEOBOH_00069	gene	621	adk			
GBJEOBOH_00069	CDS	621	adk	2.7.4.3	COG0563	Adenylate kinase
GBJEOBOH_00070	gene	1290	secY			
GBJEOBOH_00070	CDS	1290	secY		COG0201	Protein translocase subunit SecY
GBJEOBOH_00071	gene	210	rpmB			
GBJEOBOH_00071	CDS	210	rpmB		COG0227	50S ribosomal protein L28
GBJEOBOH_00072	gene	1197	aroC			
GBJEOBOH_00072	CDS	1197	aroC	4.2.3.5	COG0082	Chorismate synthase
GBJEOBOH_00073	gene	603				
GBJEOBOH_00073	CDS	603				hypothetical protein
GBJEOBOH_00074	gene	1017				
GBJEOBOH_00074	CDS	1017				hypothetical protein
GBJEOBOH_00075	gene	243				
GBJEOBOH_00075	CDS	243				hypothetical protein
GBJEOBOH_00076	gene	804	kdsA			
GBJEOBOH_00076	CDS	804	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
GBJEOBOH_00077	gene	663	cysW			
GBJEOBOH_00077	CDS	663	cysW		COG4208	Sulfate transport system permease protein CysW
GBJEOBOH_00078	gene	342				
GBJEOBOH_00078	CDS	342				hypothetical protein
GBJEOBOH_00079	gene	336				
GBJEOBOH_00079	CDS	336				hypothetical protein
GBJEOBOH_00080	gene	393				
GBJEOBOH_00080	CDS	393				hypothetical protein
GBJEOBOH_00081	gene	897	norR			
GBJEOBOH_00081	CDS	897	norR			Anaerobic nitric oxide reductase transcription regulator NorR
GBJEOBOH_00082	gene	633	atoC_1			
GBJEOBOH_00082	CDS	633	atoC_1		COG2204	Regulatory protein AtoC
GBJEOBOH_00083	gene	2406	nrdA			
GBJEOBOH_00083	CDS	2406	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
GBJEOBOH_00084	gene	1224				
GBJEOBOH_00084	CDS	1224				hypothetical protein
GBJEOBOH_00085	gene	303	secG			
GBJEOBOH_00085	CDS	303	secG			Protein-export membrane protein SecG
GBJEOBOH_00086	gene	837	prmC			
GBJEOBOH_00086	CDS	837	prmC	2.1.1.297		Release factor glutamine methyltransferase
GBJEOBOH_00087	gene	1251				
GBJEOBOH_00087	CDS	1251				hypothetical protein
GBJEOBOH_00088	gene	741	yafV			
GBJEOBOH_00088	CDS	741	yafV	3.5.1.3		Omega-amidase YafV
GBJEOBOH_00089	gene	1113	kmo_1			
GBJEOBOH_00089	CDS	1113	kmo_1	1.14.13.9		Kynurenine 3-monooxygenase
GBJEOBOH_00090	gene	324	rbfA			
GBJEOBOH_00090	CDS	324	rbfA			Ribosome-binding factor A
GBJEOBOH_00091	gene	354				
GBJEOBOH_00091	CDS	354				hypothetical protein
GBJEOBOH_00092	gene	141	fdx4_1			
GBJEOBOH_00092	CDS	141	fdx4_1		COG3411	Ferredoxin, 2Fe-2S
GBJEOBOH_00093	gene	198	fdx4_2			
GBJEOBOH_00093	CDS	198	fdx4_2		COG3411	Ferredoxin, 2Fe-2S
GBJEOBOH_00094	gene	243	hfq_1			
GBJEOBOH_00094	CDS	243	hfq_1		COG1923	RNA-binding protein Hfq
GBJEOBOH_00095	gene	339	glnB			
GBJEOBOH_00095	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
GBJEOBOH_00096	gene	1410	glnA			
GBJEOBOH_00096	CDS	1410	glnA	6.3.1.2		Glutamine synthetase
GBJEOBOH_00097	gene	1272	amt			
GBJEOBOH_00097	CDS	1272	amt			Ammonia channel
GBJEOBOH_00098	gene	1047				
GBJEOBOH_00098	CDS	1047				hypothetical protein
GBJEOBOH_00099	gene	252				
GBJEOBOH_00099	CDS	252				hypothetical protein
GBJEOBOH_00100	gene	441				
GBJEOBOH_00100	CDS	441				hypothetical protein
GBJEOBOH_00101	gene	321				
GBJEOBOH_00101	CDS	321				hypothetical protein
GBJEOBOH_00102	gene	1563	napA			
GBJEOBOH_00102	CDS	1563	napA	1.9.6.1		Periplasmic nitrate reductase
GBJEOBOH_00103	gene	1194	pgk			
GBJEOBOH_00103	CDS	1194	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
GBJEOBOH_00104	gene	654	tal			
GBJEOBOH_00104	CDS	654	tal	2.2.1.2	COG0176	Transaldolase
GBJEOBOH_00105	gene	1029	kmo_2			
GBJEOBOH_00105	CDS	1029	kmo_2	1.14.13.9		Kynurenine 3-monooxygenase
GBJEOBOH_00106	gene	1212	hisS			
GBJEOBOH_00106	CDS	1212	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
GBJEOBOH_00107	gene	339	rpsP			
GBJEOBOH_00107	CDS	339	rpsP		COG0228	30S ribosomal protein S16
GBJEOBOH_00108	gene	240				
GBJEOBOH_00108	CDS	240				hypothetical protein
GBJEOBOH_00109	gene	399				
GBJEOBOH_00109	CDS	399				hypothetical protein
GBJEOBOH_00110	gene	444				
GBJEOBOH_00110	CDS	444				hypothetical protein
GBJEOBOH_00111	gene	819				
GBJEOBOH_00111	CDS	819				hypothetical protein
GBJEOBOH_00112	gene	1419	yeeO			
GBJEOBOH_00112	CDS	1419	yeeO		COG0534	putative FMN/FAD exporter YeeO
GBJEOBOH_00113	gene	465	ribH			
GBJEOBOH_00113	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
GBJEOBOH_00114	gene	447	nusB			
GBJEOBOH_00114	CDS	447	nusB		COG0781	Transcription antitermination protein NusB
GBJEOBOH_00115	gene	228				
GBJEOBOH_00115	CDS	228				hypothetical protein
GBJEOBOH_00116	gene	456				
GBJEOBOH_00116	CDS	456				hypothetical protein
GBJEOBOH_00117	gene	948	hldD_1			
GBJEOBOH_00117	CDS	948	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
GBJEOBOH_00118	gene	1068	ccpA			
GBJEOBOH_00118	CDS	1068	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
GBJEOBOH_00119	gene	1071	ribD			
GBJEOBOH_00119	CDS	1071	ribD		COG0117	Riboflavin biosynthesis protein RibD
GBJEOBOH_00120	gene	945	ribF			
GBJEOBOH_00120	CDS	945	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
GBJEOBOH_00121	gene	366				
GBJEOBOH_00121	CDS	366		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
GBJEOBOH_00122	gene	231				
GBJEOBOH_00122	CDS	231				hypothetical protein
GBJEOBOH_00123	gene	441				
GBJEOBOH_00123	CDS	441				hypothetical protein
GBJEOBOH_00124	gene	954	rfaF			
GBJEOBOH_00124	CDS	954	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
GBJEOBOH_00125	gene	879	yciC			
GBJEOBOH_00125	CDS	879	yciC		COG0523	Putative metal chaperone YciC
GBJEOBOH_00126	gene	660	deoC			
GBJEOBOH_00126	CDS	660	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
GBJEOBOH_00127	gene	780	mmgD			
GBJEOBOH_00127	CDS	780	mmgD	2.3.3.-	COG0372	Citrate/2-methylcitrate synthase
GBJEOBOH_00128	gene	441	resA_1			
GBJEOBOH_00128	CDS	441	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
GBJEOBOH_00129	gene	225				
GBJEOBOH_00129	CDS	225				hypothetical protein
GBJEOBOH_00130	gene	891	ctaA			
GBJEOBOH_00130	CDS	891	ctaA	1.3.-.-		Heme A synthase
GBJEOBOH_00131	gene	879	ctaB2			
GBJEOBOH_00131	CDS	879	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
GBJEOBOH_00132	gene	1161				
GBJEOBOH_00132	CDS	1161				hypothetical protein
GBJEOBOH_00133	gene	117				
GBJEOBOH_00133	CDS	117				hypothetical protein
GBJEOBOH_00134	gene	399				
GBJEOBOH_00134	CDS	399				hypothetical protein
GBJEOBOH_00135	gene	477				
GBJEOBOH_00135	CDS	477				hypothetical protein
GBJEOBOH_00136	gene	405	mutT4			
GBJEOBOH_00136	CDS	405	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
GBJEOBOH_00137	gene	549				
GBJEOBOH_00137	CDS	549				hypothetical protein
GBJEOBOH_00138	gene	168				
GBJEOBOH_00138	CDS	168				hypothetical protein
GBJEOBOH_00139	gene	483	sulD			
GBJEOBOH_00139	CDS	483	sulD		COG0801	Bifunctional folate synthesis protein
GBJEOBOH_00140	gene	1329	atoC_2			
GBJEOBOH_00140	CDS	1329	atoC_2		COG2204	Regulatory protein AtoC
GBJEOBOH_00141	gene	690	rsmE			
GBJEOBOH_00141	CDS	690	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
GBJEOBOH_00142	gene	777	proC			
GBJEOBOH_00142	CDS	777	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
GBJEOBOH_00143	gene	621	yfiH			
GBJEOBOH_00143	CDS	621	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
GBJEOBOH_00144	gene	510	rsgA_1			
GBJEOBOH_00144	CDS	510	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
GBJEOBOH_00145	gene	444	rsgA_2			
GBJEOBOH_00145	CDS	444	rsgA_2	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
GBJEOBOH_00146	gene	1362	bioK			
GBJEOBOH_00146	CDS	1362	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
GBJEOBOH_00147	gene	162				
GBJEOBOH_00147	CDS	162				hypothetical protein
GBJEOBOH_00148	gene	741				
GBJEOBOH_00148	CDS	741				hypothetical protein
GBJEOBOH_00149	gene	213				
GBJEOBOH_00149	CDS	213				hypothetical protein
GBJEOBOH_00150	gene	120				
GBJEOBOH_00150	CDS	120				hypothetical protein
GBJEOBOH_00151	gene	663	nth_1			
GBJEOBOH_00151	CDS	663	nth_1	4.2.99.18		Endonuclease III
GBJEOBOH_00152	gene	744				
GBJEOBOH_00152	CDS	744				hypothetical protein
GBJEOBOH_00153	gene	1509	yidC			
GBJEOBOH_00153	CDS	1509	yidC			Membrane protein insertase YidC
GBJEOBOH_00154	gene	144				
GBJEOBOH_00154	CDS	144				hypothetical protein
GBJEOBOH_00155	gene	300	atpH			
GBJEOBOH_00155	CDS	300	atpH			ATP synthase subunit c
GBJEOBOH_00156	gene	408				
GBJEOBOH_00156	CDS	408				Universal stress protein Aq_178
GBJEOBOH_00157	gene	651	atpB			
GBJEOBOH_00157	CDS	651	atpB		COG0356	ATP synthase subunit a
GBJEOBOH_00158	gene	762	hisF			
GBJEOBOH_00158	CDS	762	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GBJEOBOH_00159	gene	747				
GBJEOBOH_00159	CDS	747				hypothetical protein
GBJEOBOH_00160	gene	1194				
GBJEOBOH_00160	CDS	1194				hypothetical protein
GBJEOBOH_00161	gene	231	rpoZ			
GBJEOBOH_00161	CDS	231	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
GBJEOBOH_00162	gene	330	gmk			
GBJEOBOH_00162	CDS	330	gmk	2.7.4.8		Guanylate kinase
GBJEOBOH_00163	gene	474	hldE_1			
GBJEOBOH_00163	CDS	474	hldE_1		COG2870	Bifunctional protein HldE
GBJEOBOH_00164	gene	1431	safD			
GBJEOBOH_00164	CDS	1431	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
GBJEOBOH_00165	gene	1353	hslU			
GBJEOBOH_00165	CDS	1353	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
GBJEOBOH_00166	gene	465				
GBJEOBOH_00166	CDS	465				hypothetical protein
GBJEOBOH_00167	gene	1023	trpD_1			
GBJEOBOH_00167	CDS	1023	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
GBJEOBOH_00168	gene	1203				
GBJEOBOH_00168	CDS	1203				hypothetical protein
GBJEOBOH_00169	gene	1224				
GBJEOBOH_00169	CDS	1224				hypothetical protein
GBJEOBOH_00170	gene	627				
GBJEOBOH_00170	CDS	627				hypothetical protein
GBJEOBOH_00171	gene	609	rdgB			
GBJEOBOH_00171	CDS	609	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
GBJEOBOH_00172	gene	1182	atpG_1			
GBJEOBOH_00172	CDS	1182	atpG_1			ATP synthase gamma chain
GBJEOBOH_00173	gene	882	kaiC			
GBJEOBOH_00173	CDS	882	kaiC	2.7.11.1		Circadian clock protein kinase KaiC
GBJEOBOH_00174	gene	3009	norW			
GBJEOBOH_00174	CDS	3009	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
GBJEOBOH_00175	gene	735	sumT			
GBJEOBOH_00175	CDS	735	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
GBJEOBOH_00176	gene	930	trpD_2			
GBJEOBOH_00176	CDS	930	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
GBJEOBOH_00177	gene	420	vhb			
GBJEOBOH_00177	CDS	420	vhb			Bacterial hemoglobin
GBJEOBOH_00178	gene	450	cynS			
GBJEOBOH_00178	CDS	450	cynS	4.2.1.104		Cyanate hydratase
GBJEOBOH_00179	gene	618				
GBJEOBOH_00179	CDS	618				hypothetical protein
GBJEOBOH_00180	gene	1428	nasA			
GBJEOBOH_00180	CDS	1428	nasA			Nitrate transporter
GBJEOBOH_00181	gene	2001	narB			
GBJEOBOH_00181	CDS	2001	narB	1.7.5.1	COG0243	Nitrate reductase
GBJEOBOH_00182	gene	1521	vnfA			
GBJEOBOH_00182	CDS	1521	vnfA		COG3604	Nitrogen fixation protein VnfA
GBJEOBOH_00183	gene	453	dut			
GBJEOBOH_00183	CDS	453	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
GBJEOBOH_00184	gene	2328	pnp			
GBJEOBOH_00184	CDS	2328	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
GBJEOBOH_00185	gene	273	rpsO			
GBJEOBOH_00185	CDS	273	rpsO			30S ribosomal protein S15
GBJEOBOH_00186	gene	2088	iorB			
GBJEOBOH_00186	CDS	2088	iorB	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
GBJEOBOH_00187	gene	198	iorA			
GBJEOBOH_00187	CDS	198	iorA	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
GBJEOBOH_00188	gene	1347	atoC_3			
GBJEOBOH_00188	CDS	1347	atoC_3		COG2204	Regulatory protein AtoC
GBJEOBOH_00189	gene	1020	kinA			
GBJEOBOH_00189	CDS	1020	kinA	2.7.13.3	COG0642	Sporulation kinase A
GBJEOBOH_00190	gene	1311	fccB_1			
GBJEOBOH_00190	CDS	1311	fccB_1	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
GBJEOBOH_00191	gene	717				
GBJEOBOH_00191	CDS	717				hypothetical protein
GBJEOBOH_00192	gene	1254	fccB_2			
GBJEOBOH_00192	CDS	1254	fccB_2	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
GBJEOBOH_00193	gene	1533	guaA			
GBJEOBOH_00193	CDS	1533	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
GBJEOBOH_00194	gene	516	yojM_1			
GBJEOBOH_00194	CDS	516	yojM_1		COG2032	Superoxide dismutase-like protein YojM
GBJEOBOH_00195	gene	555	folE			
GBJEOBOH_00195	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GBJEOBOH_00196	gene	903				
GBJEOBOH_00196	CDS	903				hypothetical protein
GBJEOBOH_00197	gene	2388	lon			
GBJEOBOH_00197	CDS	2388	lon	3.4.21.53	COG0466	Lon protease
GBJEOBOH_00198	gene	1488				
GBJEOBOH_00198	CDS	1488				hypothetical protein
GBJEOBOH_00199	gene	1095	leuB			
GBJEOBOH_00199	CDS	1095	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
	repeat_region	308				
GBJEOBOH_00200	gene	1098	purK			
GBJEOBOH_00200	CDS	1098	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
GBJEOBOH_00201	gene	840				
GBJEOBOH_00201	CDS	840				hypothetical protein
GBJEOBOH_00202	gene	1437	gatA			
GBJEOBOH_00202	CDS	1437	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
GBJEOBOH_00203	gene	438	dksA_1			
GBJEOBOH_00203	CDS	438	dksA_1			RNA polymerase-binding transcription factor DksA
GBJEOBOH_00204	gene	681	ogg			
GBJEOBOH_00204	CDS	681	ogg		COG1059	putative N-glycosylase/DNA lyase
GBJEOBOH_00205	gene	420				
GBJEOBOH_00205	CDS	420				hypothetical protein
GBJEOBOH_00206	gene	486	coaD			
GBJEOBOH_00206	CDS	486	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
GBJEOBOH_00207	gene	180				
GBJEOBOH_00207	CDS	180				hypothetical protein
GBJEOBOH_00208	gene	408	speH			
GBJEOBOH_00208	CDS	408	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
GBJEOBOH_00209	gene	486				
GBJEOBOH_00209	CDS	486				hypothetical protein
GBJEOBOH_00210	gene	429				
GBJEOBOH_00210	CDS	429				hypothetical protein
GBJEOBOH_00211	gene	1278	rlmCD			
GBJEOBOH_00211	CDS	1278	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
GBJEOBOH_00212	gene	1014	nusA			
GBJEOBOH_00212	CDS	1014	nusA			Transcription termination/antitermination protein NusA
GBJEOBOH_00213	gene	477	rimP			
GBJEOBOH_00213	CDS	477	rimP		COG0779	Ribosome maturation factor RimP
GBJEOBOH_00214	gene	195				
GBJEOBOH_00214	CDS	195				hypothetical protein
GBJEOBOH_00215	gene	570	COQ5_1			
GBJEOBOH_00215	CDS	570	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GBJEOBOH_00216	gene	216				
GBJEOBOH_00216	CDS	216				hypothetical protein
GBJEOBOH_00217	gene	228				
GBJEOBOH_00217	CDS	228				hypothetical protein
GBJEOBOH_00218	gene	192				
GBJEOBOH_00218	CDS	192				hypothetical protein
GBJEOBOH_00219	gene	92				
GBJEOBOH_00219	tRNA	92				tRNA-Ser(gga)
GBJEOBOH_00220	gene	915	hemC			
GBJEOBOH_00220	CDS	915	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
GBJEOBOH_00221	gene	654	lipM_1			
GBJEOBOH_00221	CDS	654	lipM_1	2.3.1.181	COG0095	Octanoyltransferase LipM
GBJEOBOH_00222	gene	1017				
GBJEOBOH_00222	CDS	1017				hypothetical protein
GBJEOBOH_00223	gene	1137				
GBJEOBOH_00223	CDS	1137				hypothetical protein
GBJEOBOH_00224	gene	435	iscR			
GBJEOBOH_00224	CDS	435	iscR		COG1959	HTH-type transcriptional regulator IscR
GBJEOBOH_00225	gene	489				
GBJEOBOH_00225	CDS	489				hypothetical protein
GBJEOBOH_00226	gene	819	lgt			
GBJEOBOH_00226	CDS	819	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GBJEOBOH_00227	gene	1212				
GBJEOBOH_00227	CDS	1212				hypothetical protein
