locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOIKDGDG_00042	CDS	1350				hypothetical protein
OOIKDGDG_00043	gene	783				
OOIKDGDG_00043	CDS	783				hypothetical protein
OOIKDGDG_00044	gene	1929				
OOIKDGDG_00044	CDS	1929				hypothetical protein
OOIKDGDG_00045	gene	357				
OOIKDGDG_00045	CDS	357				hypothetical protein
OOIKDGDG_00046	gene	1725				
OOIKDGDG_00046	CDS	1725				hypothetical protein
OOIKDGDG_00047	gene	477				
OOIKDGDG_00047	CDS	477				hypothetical protein
OOIKDGDG_00048	gene	153				
OOIKDGDG_00048	CDS	153				hypothetical protein
OOIKDGDG_00049	gene	2118				
OOIKDGDG_00049	CDS	2118				hypothetical protein
OOIKDGDG_00050	gene	483				
OOIKDGDG_00050	CDS	483				hypothetical protein
OOIKDGDG_00051	gene	318				
OOIKDGDG_00051	CDS	318				hypothetical protein
OOIKDGDG_00052	gene	705	hemC			
OOIKDGDG_00052	CDS	705	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
OOIKDGDG_00053	gene	1362	radA			
OOIKDGDG_00053	CDS	1362	radA	3.6.4.-	COG1066	DNA repair protein RadA
OOIKDGDG_00054	gene	714	rnc			
OOIKDGDG_00054	CDS	714	rnc	3.1.26.3	COG0571	Ribonuclease 3
OOIKDGDG_00055	gene	465				
OOIKDGDG_00055	CDS	465				hypothetical protein
OOIKDGDG_00056	gene	1797	pgcA			
OOIKDGDG_00056	CDS	1797	pgcA	5.4.2.2		Phosphoglucomutase
OOIKDGDG_00057	gene	624	sodA			
OOIKDGDG_00057	CDS	624	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn/Fe]
OOIKDGDG_00058	gene	927	accD			
OOIKDGDG_00058	CDS	927	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OOIKDGDG_00059	gene	438	dut			
OOIKDGDG_00059	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
OOIKDGDG_00060	gene	477				
OOIKDGDG_00060	CDS	477				hypothetical protein
OOIKDGDG_00061	gene	678				
OOIKDGDG_00061	CDS	678				hypothetical protein
OOIKDGDG_00062	gene	1386				
OOIKDGDG_00062	CDS	1386				hypothetical protein
OOIKDGDG_00063	gene	234				
OOIKDGDG_00063	CDS	234				hypothetical protein
OOIKDGDG_00064	gene	1731				
OOIKDGDG_00064	CDS	1731				hypothetical protein
OOIKDGDG_00065	gene	1734				
OOIKDGDG_00065	CDS	1734				hypothetical protein
OOIKDGDG_00066	gene	1104				
OOIKDGDG_00066	CDS	1104				hypothetical protein
OOIKDGDG_00067	gene	576				
OOIKDGDG_00067	CDS	576				hypothetical protein
OOIKDGDG_00068	gene	1854				
OOIKDGDG_00068	CDS	1854				hypothetical protein
OOIKDGDG_00069	gene	73				
OOIKDGDG_00069	tRNA	73				tRNA-Met(cat)
OOIKDGDG_00070	gene	450				
OOIKDGDG_00070	CDS	450				hypothetical protein
OOIKDGDG_00071	gene	1008				
OOIKDGDG_00071	CDS	1008				hypothetical protein
OOIKDGDG_00072	gene	222	infA			
OOIKDGDG_00072	CDS	222	infA		COG0361	Translation initiation factor IF-1
OOIKDGDG_00073	gene	72				
OOIKDGDG_00073	tRNA	72				tRNA-Thr(ggt)
OOIKDGDG_00074	gene	1185	tuf			
OOIKDGDG_00074	CDS	1185	tuf			Elongation factor Tu
OOIKDGDG_00075	gene	75				
OOIKDGDG_00075	tRNA	75				tRNA-Trp(cca)
OOIKDGDG_00076	gene	252				
OOIKDGDG_00076	CDS	252				hypothetical protein
OOIKDGDG_00077	gene	549	nusG			
OOIKDGDG_00077	CDS	549	nusG		COG0250	Transcription termination/antitermination protein NusG
OOIKDGDG_00078	gene	426	rplK			
OOIKDGDG_00078	CDS	426	rplK			50S ribosomal protein L11
OOIKDGDG_00079	gene	699	rplA			
OOIKDGDG_00079	CDS	699	rplA			50S ribosomal protein L1
OOIKDGDG_00080	gene	513	rplJ			
OOIKDGDG_00080	CDS	513	rplJ		COG0244	50S ribosomal protein L10
OOIKDGDG_00081	gene	390	rplL			
OOIKDGDG_00081	CDS	390	rplL			50S ribosomal protein L7/L12
OOIKDGDG_00082	gene	3759	rpoB			
OOIKDGDG_00082	CDS	3759	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
OOIKDGDG_00083	gene	4182	rpoC			
OOIKDGDG_00083	CDS	4182	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
OOIKDGDG_00084	gene	984	tal			
OOIKDGDG_00084	CDS	984	tal	2.2.1.2		Transaldolase
OOIKDGDG_00085	gene	393				
OOIKDGDG_00085	CDS	393				hypothetical protein
OOIKDGDG_00086	gene	744				
OOIKDGDG_00086	CDS	744				hypothetical protein
OOIKDGDG_00087	gene	627	atpE			
OOIKDGDG_00087	CDS	627	atpE			V-type proton ATPase subunit E
OOIKDGDG_00088	gene	801				
OOIKDGDG_00088	CDS	801				hypothetical protein
OOIKDGDG_00089	gene	1776	ntpA			
OOIKDGDG_00089	CDS	1776	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
OOIKDGDG_00090	gene	1317	ntpB			
OOIKDGDG_00090	CDS	1317	ntpB			V-type sodium ATPase subunit B
OOIKDGDG_00091	gene	630	atpD			
OOIKDGDG_00091	CDS	630	atpD			V-type ATP synthase subunit D
OOIKDGDG_00092	gene	1983				
OOIKDGDG_00092	CDS	1983				hypothetical protein
OOIKDGDG_00093	gene	426				
OOIKDGDG_00093	CDS	426				hypothetical protein
OOIKDGDG_00094	gene	462				
OOIKDGDG_00094	CDS	462				hypothetical protein
OOIKDGDG_00095	gene	2823	valS			
OOIKDGDG_00095	CDS	2823	valS	6.1.1.9	COG0525	Valine--tRNA ligase
OOIKDGDG_00096	gene	2757	pknD_1			
OOIKDGDG_00096	CDS	2757	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
OOIKDGDG_00097	gene	5481	uvrA			
OOIKDGDG_00097	CDS	5481	uvrA			UvrABC system protein A
OOIKDGDG_00098	gene	1455	pyk			
OOIKDGDG_00098	CDS	1455	pyk	2.7.1.40		Pyruvate kinase
OOIKDGDG_00099	gene	1404	lpxL			
OOIKDGDG_00099	CDS	1404	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
OOIKDGDG_00100	gene	300				
OOIKDGDG_00100	CDS	300				hypothetical protein
OOIKDGDG_00101	gene	1263				
OOIKDGDG_00101	CDS	1263				hypothetical protein
OOIKDGDG_00102	gene	795	cdaA			
OOIKDGDG_00102	CDS	795	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
OOIKDGDG_00103	gene	1347				
OOIKDGDG_00103	CDS	1347				hypothetical protein
OOIKDGDG_00104	gene	1035	appB			
OOIKDGDG_00104	CDS	1035	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
OOIKDGDG_00105	gene	1203				
OOIKDGDG_00105	CDS	1203				hypothetical protein
OOIKDGDG_00106	gene	822				
OOIKDGDG_00106	CDS	822				hypothetical protein
OOIKDGDG_00107	gene	1287				
OOIKDGDG_00107	CDS	1287				hypothetical protein
OOIKDGDG_00108	gene	774				
OOIKDGDG_00108	CDS	774				hypothetical protein
OOIKDGDG_00109	gene	558				
OOIKDGDG_00109	CDS	558				hypothetical protein
OOIKDGDG_00110	gene	423	ssrA			
OOIKDGDG_00110	tmRNA	423	ssrA			transfer-messenger RNA, SsrA
OOIKDGDG_00111	gene	3132	ileS			
OOIKDGDG_00111	CDS	3132	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
OOIKDGDG_00112	gene	1911				
OOIKDGDG_00112	CDS	1911				hypothetical protein
OOIKDGDG_00113	gene	807				
OOIKDGDG_00113	CDS	807				hypothetical protein
OOIKDGDG_00114	gene	330				
OOIKDGDG_00114	CDS	330				hypothetical protein
OOIKDGDG_00115	gene	1074	prfA			
OOIKDGDG_00115	CDS	1074	prfA		COG0216	Peptide chain release factor RF1
OOIKDGDG_00116	gene	867	prmC			
OOIKDGDG_00116	CDS	867	prmC	2.1.1.297		Release factor glutamine methyltransferase
OOIKDGDG_00117	gene	1347	ffh			
OOIKDGDG_00117	CDS	1347	ffh		COG0541	Signal recognition particle protein
OOIKDGDG_00118	gene	360				
OOIKDGDG_00118	CDS	360				hypothetical protein
OOIKDGDG_00119	gene	1086	trmD			
OOIKDGDG_00119	CDS	1086	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
OOIKDGDG_00120	gene	366	rplS			
OOIKDGDG_00120	CDS	366	rplS		COG0335	50S ribosomal protein L19
OOIKDGDG_00121	gene	645	rnhB			
OOIKDGDG_00121	CDS	645	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OOIKDGDG_00122	gene	618	gmk			
OOIKDGDG_00122	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
OOIKDGDG_00123	gene	294				
OOIKDGDG_00123	CDS	294				hypothetical protein
OOIKDGDG_00124	gene	1656	metG			
OOIKDGDG_00124	CDS	1656	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
OOIKDGDG_00125	gene	2199	recD2			
OOIKDGDG_00125	CDS	2199	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
OOIKDGDG_00126	gene	1458				
OOIKDGDG_00126	CDS	1458				hypothetical protein
OOIKDGDG_00127	gene	513				
OOIKDGDG_00127	CDS	513				hypothetical protein
OOIKDGDG_00128	gene	171				
OOIKDGDG_00128	CDS	171				hypothetical protein
OOIKDGDG_00129	gene	2259				
OOIKDGDG_00129	CDS	2259				hypothetical protein
OOIKDGDG_00130	gene	1017	ytfF			
OOIKDGDG_00130	CDS	1017	ytfF			Inner membrane protein YtfF
OOIKDGDG_00131	gene	780				
OOIKDGDG_00131	CDS	780				hypothetical protein
OOIKDGDG_00132	gene	657				
OOIKDGDG_00132	CDS	657				hypothetical protein
OOIKDGDG_00133	gene	498				
OOIKDGDG_00133	CDS	498				hypothetical protein
OOIKDGDG_00134	gene	74				
OOIKDGDG_00134	tRNA	74				tRNA-Asn(gtt)
OOIKDGDG_00135	gene	1035				
OOIKDGDG_00135	CDS	1035				hypothetical protein
OOIKDGDG_00136	gene	978				
OOIKDGDG_00136	CDS	978				hypothetical protein
OOIKDGDG_00137	gene	774				
OOIKDGDG_00137	CDS	774				hypothetical protein
OOIKDGDG_00138	gene	1635	groL_1			
OOIKDGDG_00138	CDS	1635	groL_1		COG0459	60 kDa chaperonin
OOIKDGDG_00139	gene	309	groS			
OOIKDGDG_00139	CDS	309	groS		COG0234	10 kDa chaperonin
OOIKDGDG_00140	gene	1836	pepF1			
OOIKDGDG_00140	CDS	1836	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
OOIKDGDG_00141	gene	756				
OOIKDGDG_00141	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
OOIKDGDG_00142	gene	1350	hemL			
OOIKDGDG_00142	CDS	1350	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OOIKDGDG_00143	gene	567				
OOIKDGDG_00143	CDS	567				hypothetical protein
OOIKDGDG_00144	gene	441				
OOIKDGDG_00144	CDS	441				hypothetical protein
OOIKDGDG_00145	gene	696	rpiA			
OOIKDGDG_00145	CDS	696	rpiA	5.3.1.6		Ribose-5-phosphate isomerase A
OOIKDGDG_00146	gene	1125	metE			
OOIKDGDG_00146	CDS	1125	metE	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
OOIKDGDG_00147	gene	2601	clpB			
OOIKDGDG_00147	CDS	2601	clpB			Chaperone protein ClpB
OOIKDGDG_00148	gene	1596				
OOIKDGDG_00148	CDS	1596				hypothetical protein
OOIKDGDG_00149	gene	486				
OOIKDGDG_00149	CDS	486				hypothetical protein
OOIKDGDG_00150	gene	450				
OOIKDGDG_00150	CDS	450				hypothetical protein
OOIKDGDG_00151	gene	1860	pkn1			
OOIKDGDG_00151	CDS	1860	pkn1	2.7.11.1		Serine/threonine-protein kinase Pkn1
OOIKDGDG_00152	gene	1989	ligA			
OOIKDGDG_00152	CDS	1989	ligA	6.5.1.2		DNA ligase
OOIKDGDG_00153	gene	4614				
OOIKDGDG_00153	CDS	4614				hypothetical protein
OOIKDGDG_00154	gene	1521	mhpA			
OOIKDGDG_00154	CDS	1521	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
OOIKDGDG_00155	gene	951				
OOIKDGDG_00155	CDS	951				hypothetical protein
OOIKDGDG_00156	gene	2463	leuS			
OOIKDGDG_00156	CDS	2463	leuS	6.1.1.4		Leucine--tRNA ligase
OOIKDGDG_00157	gene	1314	waaA			
OOIKDGDG_00157	CDS	1314	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
OOIKDGDG_00158	gene	75				
OOIKDGDG_00158	tRNA	75				tRNA-Met(cat)
OOIKDGDG_00159	gene	79				
OOIKDGDG_00159	tRNA	79				tRNA-Met(cat)
OOIKDGDG_00160	gene	195				
OOIKDGDG_00160	CDS	195				hypothetical protein
OOIKDGDG_00161	gene	351				
OOIKDGDG_00161	CDS	351				hypothetical protein
OOIKDGDG_00162	gene	429				
OOIKDGDG_00162	CDS	429				hypothetical protein
OOIKDGDG_00163	gene	540				
OOIKDGDG_00163	CDS	540				hypothetical protein
OOIKDGDG_00164	gene	309				
OOIKDGDG_00164	CDS	309				hypothetical protein
OOIKDGDG_00165	gene	1668	pfp_1			
OOIKDGDG_00165	CDS	1668	pfp_1	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
OOIKDGDG_00166	gene	828				
OOIKDGDG_00166	CDS	828				hypothetical protein
OOIKDGDG_00167	gene	1029				
OOIKDGDG_00167	CDS	1029				hypothetical protein
OOIKDGDG_00168	gene	372				
OOIKDGDG_00168	CDS	372				hypothetical protein
OOIKDGDG_00169	gene	504				
OOIKDGDG_00169	CDS	504				hypothetical protein
OOIKDGDG_00170	gene	588				
OOIKDGDG_00170	CDS	588				hypothetical protein
OOIKDGDG_00171	gene	336				
OOIKDGDG_00171	CDS	336				hypothetical protein
OOIKDGDG_00172	gene	303				
OOIKDGDG_00172	CDS	303				hypothetical protein
OOIKDGDG_00173	gene	165				
OOIKDGDG_00173	CDS	165				hypothetical protein
OOIKDGDG_00174	gene	795				
OOIKDGDG_00174	CDS	795				hypothetical protein
OOIKDGDG_00175	gene	1005	AAH1			
OOIKDGDG_00175	CDS	1005	AAH1	3.5.4.2		Adenine deaminase
OOIKDGDG_00176	gene	1269	carA			
OOIKDGDG_00176	CDS	1269	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
OOIKDGDG_00177	gene	741	guaB_1			
OOIKDGDG_00177	CDS	741	guaB_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OOIKDGDG_00178	gene	264	guaB_2			
OOIKDGDG_00178	CDS	264	guaB_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OOIKDGDG_00179	gene	465				
OOIKDGDG_00179	CDS	465				hypothetical protein
OOIKDGDG_00180	gene	381				
OOIKDGDG_00180	CDS	381				hypothetical protein
OOIKDGDG_00181	gene	1236				
OOIKDGDG_00181	CDS	1236				hypothetical protein
OOIKDGDG_00182	gene	855				
OOIKDGDG_00182	CDS	855				hypothetical protein
OOIKDGDG_00183	gene	267				
OOIKDGDG_00183	CDS	267				hypothetical protein
OOIKDGDG_00184	gene	351				
OOIKDGDG_00184	CDS	351				hypothetical protein
OOIKDGDG_00185	gene	555				
OOIKDGDG_00185	CDS	555				hypothetical protein
OOIKDGDG_00186	gene	1365	accC			
OOIKDGDG_00186	CDS	1365	accC	6.3.4.14	COG0439	Biotin carboxylase
OOIKDGDG_00187	gene	504	accB			
OOIKDGDG_00187	CDS	504	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
OOIKDGDG_00188	gene	558	efp_1			
OOIKDGDG_00188	CDS	558	efp_1		COG0231	Elongation factor P
OOIKDGDG_00189	gene	690	rpe			
OOIKDGDG_00189	CDS	690	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
OOIKDGDG_00190	gene	1173	smc			
OOIKDGDG_00190	CDS	1173	smc			Chromosome partition protein Smc
OOIKDGDG_00191	gene	801				
OOIKDGDG_00191	CDS	801				hypothetical protein
OOIKDGDG_00192	gene	1293				
OOIKDGDG_00192	CDS	1293				hypothetical protein
OOIKDGDG_00193	gene	3429				
OOIKDGDG_00193	CDS	3429				hypothetical protein
OOIKDGDG_00194	gene	1359				
OOIKDGDG_00194	CDS	1359				hypothetical protein
OOIKDGDG_00195	gene	681	artM			
OOIKDGDG_00195	CDS	681	artM		COG1126	Arginine transport ATP-binding protein ArtM
OOIKDGDG_00196	gene	654	yecS			
OOIKDGDG_00196	CDS	654	yecS		COG0765	L-cystine transport system permease protein YecS
OOIKDGDG_00197	gene	444	argR			
OOIKDGDG_00197	CDS	444	argR		COG1438	Arginine repressor
OOIKDGDG_00198	gene	1035	tsaD			
OOIKDGDG_00198	CDS	1035	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
OOIKDGDG_00199	gene	1599	oppA_1			
OOIKDGDG_00199	CDS	1599	oppA_1		COG4166	Oligopeptide-binding protein OppA
OOIKDGDG_00200	gene	1584	oppA_2			
OOIKDGDG_00200	CDS	1584	oppA_2		COG4166	Oligopeptide-binding protein OppA
OOIKDGDG_00201	gene	1308	oppA_3			
OOIKDGDG_00201	CDS	1308	oppA_3		COG4166	Oligopeptide-binding protein OppA
OOIKDGDG_00202	gene	1587	dppE			
OOIKDGDG_00202	CDS	1587	dppE		COG4166	Dipeptide-binding protein DppE
OOIKDGDG_00203	gene	945	oppB			
OOIKDGDG_00203	CDS	945	oppB		COG0601	Oligopeptide transport system permease protein OppB
OOIKDGDG_00204	gene	855	oppC			
OOIKDGDG_00204	CDS	855	oppC		COG1173	Oligopeptide transport system permease protein OppC
OOIKDGDG_00205	gene	855	oppD_1			
OOIKDGDG_00205	CDS	855	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
OOIKDGDG_00206	gene	789	oppF			
OOIKDGDG_00206	CDS	789	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
OOIKDGDG_00207	gene	798				
OOIKDGDG_00207	CDS	798				hypothetical protein
OOIKDGDG_00208	gene	750				
OOIKDGDG_00208	CDS	750				hypothetical protein
OOIKDGDG_00209	gene	1413	yflS			
OOIKDGDG_00209	CDS	1413	yflS		COG0471	Putative malate transporter YflS
OOIKDGDG_00210	gene	1653	pfp_2			
OOIKDGDG_00210	CDS	1653	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
OOIKDGDG_00211	gene	240				
OOIKDGDG_00211	CDS	240				hypothetical protein
OOIKDGDG_00212	gene	948				
OOIKDGDG_00212	CDS	948				hypothetical protein
OOIKDGDG_00213	gene	297				
OOIKDGDG_00213	CDS	297				hypothetical protein
OOIKDGDG_00214	gene	1176				
OOIKDGDG_00214	CDS	1176				hypothetical protein
OOIKDGDG_00215	gene	1215				
OOIKDGDG_00215	CDS	1215				hypothetical protein
OOIKDGDG_00216	gene	1260				
OOIKDGDG_00216	CDS	1260				hypothetical protein
OOIKDGDG_00217	gene	438				
OOIKDGDG_00217	CDS	438				hypothetical protein
OOIKDGDG_00218	gene	669				
OOIKDGDG_00218	CDS	669				queuosine precursor transporter
OOIKDGDG_00219	gene	468				
OOIKDGDG_00219	CDS	468				hypothetical protein
OOIKDGDG_00220	gene	1119	tgt			
OOIKDGDG_00220	CDS	1119	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
OOIKDGDG_00221	gene	546				
OOIKDGDG_00221	CDS	546				hypothetical protein
OOIKDGDG_00222	gene	411				
OOIKDGDG_00222	CDS	411				hypothetical protein
OOIKDGDG_00223	gene	342				
OOIKDGDG_00223	CDS	342				hypothetical protein
OOIKDGDG_00224	gene	381				
OOIKDGDG_00224	CDS	381				hypothetical protein
OOIKDGDG_00225	gene	243				
OOIKDGDG_00225	CDS	243				hypothetical protein
OOIKDGDG_00226	gene	672				
OOIKDGDG_00226	CDS	672				hypothetical protein
OOIKDGDG_00227	gene	405				
OOIKDGDG_00227	CDS	405				hypothetical protein
OOIKDGDG_00228	gene	411	bdbC			
OOIKDGDG_00228	CDS	411	bdbC			disulfide formation protein
OOIKDGDG_00229	gene	702				
OOIKDGDG_00229	CDS	702				hypothetical protein
OOIKDGDG_00230	gene	1236				
OOIKDGDG_00230	CDS	1236				hypothetical protein
OOIKDGDG_00231	gene	681				
OOIKDGDG_00231	CDS	681				hypothetical protein
OOIKDGDG_00232	gene	708	fbpC			
OOIKDGDG_00232	CDS	708	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
OOIKDGDG_00233	gene	74				
OOIKDGDG_00233	tRNA	74				tRNA-Ile(gat)
OOIKDGDG_00234	gene	73				
OOIKDGDG_00234	tRNA	73				tRNA-Ala(tgc)
OOIKDGDG_00235	gene	894	mtnN			
OOIKDGDG_00235	CDS	894	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OOIKDGDG_00236	gene	696				
OOIKDGDG_00236	CDS	696				hypothetical protein
OOIKDGDG_00237	gene	765	kdsB			
OOIKDGDG_00237	CDS	765	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
OOIKDGDG_00238	gene	1614	pyrG			
OOIKDGDG_00238	CDS	1614	pyrG	6.3.4.2	COG0504	CTP synthase
OOIKDGDG_00239	gene	456	yrrK			
OOIKDGDG_00239	CDS	456	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OOIKDGDG_00240	gene	1539	zwf2			
OOIKDGDG_00240	CDS	1539	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
OOIKDGDG_00241	gene	777	nagB			
OOIKDGDG_00241	CDS	777	nagB	3.5.99.6		Glucosamine-6-phosphate deaminase
OOIKDGDG_00242	gene	1155				
OOIKDGDG_00242	CDS	1155				hypothetical protein
OOIKDGDG_00243	gene	1155				
OOIKDGDG_00243	CDS	1155				hypothetical protein
OOIKDGDG_00244	gene	435				
OOIKDGDG_00244	CDS	435				hypothetical protein
OOIKDGDG_00245	gene	426				
OOIKDGDG_00245	CDS	426				hypothetical protein
OOIKDGDG_00246	gene	642	adk			
OOIKDGDG_00246	CDS	642	adk	2.7.4.3		Adenylate kinase
OOIKDGDG_00247	gene	858	ykfC			
OOIKDGDG_00247	CDS	858	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
OOIKDGDG_00248	gene	405	rpsI			
OOIKDGDG_00248	CDS	405	rpsI		COG0103	30S ribosomal protein S9
OOIKDGDG_00249	gene	450	rplM			
OOIKDGDG_00249	CDS	450	rplM		COG0102	50S ribosomal protein L13
