locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLDHCKDF_00029	CDS	1803	mnmG_1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
NLDHCKDF_00030	gene	1599	sufS			
NLDHCKDF_00030	CDS	1599	sufS	4.4.1.16		Cysteine desulfurase
NLDHCKDF_00031	gene	1107				
NLDHCKDF_00031	CDS	1107		1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
NLDHCKDF_00032	gene	1035				
NLDHCKDF_00032	CDS	1035		1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
NLDHCKDF_00033	gene	243				
NLDHCKDF_00033	CDS	243				hypothetical protein
NLDHCKDF_00034	gene	1578	pdhC			
NLDHCKDF_00034	CDS	1578	pdhC	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NLDHCKDF_00035	gene	390	yabJ_1			
NLDHCKDF_00035	CDS	390	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
NLDHCKDF_00036	gene	330				
NLDHCKDF_00036	CDS	330				hypothetical protein
NLDHCKDF_00037	gene	1218	purA			
NLDHCKDF_00037	CDS	1218	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
NLDHCKDF_00038	gene	579	folE			
NLDHCKDF_00038	CDS	579	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
NLDHCKDF_00039	gene	570				
NLDHCKDF_00039	CDS	570				hypothetical protein
NLDHCKDF_00040	gene	1227	glyA			
NLDHCKDF_00040	CDS	1227	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
NLDHCKDF_00041	gene	1119				
NLDHCKDF_00041	CDS	1119				hypothetical protein
NLDHCKDF_00042	gene	318				
NLDHCKDF_00042	CDS	318				hypothetical protein
NLDHCKDF_00043	gene	597				
NLDHCKDF_00043	CDS	597				hypothetical protein
NLDHCKDF_00044	gene	774				
NLDHCKDF_00044	CDS	774				hypothetical protein
NLDHCKDF_00045	gene	76				
NLDHCKDF_00045	tRNA	76				tRNA-Lys(ctt)
NLDHCKDF_00046	gene	786				
NLDHCKDF_00046	CDS	786				hypothetical protein
NLDHCKDF_00047	gene	1110	menC_1			
NLDHCKDF_00047	CDS	1110	menC_1	4.2.1.113	COG4948	o-succinylbenzoate synthase
NLDHCKDF_00048	gene	579				
NLDHCKDF_00048	CDS	579				hypothetical protein
NLDHCKDF_00049	gene	582				
NLDHCKDF_00049	CDS	582				hypothetical protein
NLDHCKDF_00050	gene	198				
NLDHCKDF_00050	CDS	198				hypothetical protein
NLDHCKDF_00051	gene	765				
NLDHCKDF_00051	CDS	765				hypothetical protein
NLDHCKDF_00052	gene	1227	rlmI_1			
NLDHCKDF_00052	CDS	1227	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
NLDHCKDF_00053	gene	522				
NLDHCKDF_00053	CDS	522				hypothetical protein
NLDHCKDF_00054	gene	237				
NLDHCKDF_00054	CDS	237				hypothetical protein
NLDHCKDF_00055	gene	756				
NLDHCKDF_00055	CDS	756				hypothetical protein
NLDHCKDF_00056	gene	495				
NLDHCKDF_00056	CDS	495				hypothetical protein
NLDHCKDF_00057	gene	336				
NLDHCKDF_00057	CDS	336				hypothetical protein
NLDHCKDF_00058	gene	951	pafB			
NLDHCKDF_00058	CDS	951	pafB		COG2378	Protein PafB
NLDHCKDF_00059	gene	1224	ydcO_1			
NLDHCKDF_00059	CDS	1224	ydcO_1		COG3135	Inner membrane protein YdcO
NLDHCKDF_00060	gene	255				
NLDHCKDF_00060	CDS	255				hypothetical protein
NLDHCKDF_00061	gene	1776	pknD_1			
NLDHCKDF_00061	CDS	1776	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
NLDHCKDF_00062	gene	429				
NLDHCKDF_00062	CDS	429				hypothetical protein
NLDHCKDF_00063	gene	1449				
NLDHCKDF_00063	CDS	1449				hypothetical protein
NLDHCKDF_00064	gene	74				
NLDHCKDF_00064	tRNA	74				tRNA-Gln(ttg)
NLDHCKDF_00065	gene	987	btuD_1			
NLDHCKDF_00065	CDS	987	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NLDHCKDF_00066	gene	882				
NLDHCKDF_00066	CDS	882				hypothetical protein
NLDHCKDF_00067	gene	1191	mqnC			
NLDHCKDF_00067	CDS	1191	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
NLDHCKDF_00068	gene	2619	srmB			
NLDHCKDF_00068	CDS	2619	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
NLDHCKDF_00069	gene	789	neo			
NLDHCKDF_00069	CDS	789	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
NLDHCKDF_00070	gene	930				
NLDHCKDF_00070	CDS	930				hypothetical protein
NLDHCKDF_00071	gene	375				
NLDHCKDF_00071	CDS	375				hypothetical protein
NLDHCKDF_00072	gene	363				
NLDHCKDF_00072	CDS	363				hypothetical protein
NLDHCKDF_00073	gene	567	ddrB			
NLDHCKDF_00073	CDS	567	ddrB			Single-stranded DNA-binding protein DdrB
NLDHCKDF_00074	gene	1962	prsA_1			
NLDHCKDF_00074	CDS	1962	prsA_1	5.2.1.8		Foldase protein PrsA
NLDHCKDF_00075	gene	77				
NLDHCKDF_00075	tRNA	77				tRNA-Arg(ccg)
NLDHCKDF_00076	gene	480				
NLDHCKDF_00076	CDS	480				hypothetical protein
NLDHCKDF_00077	gene	2109	pta			
NLDHCKDF_00077	CDS	2109	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
NLDHCKDF_00078	gene	594				
NLDHCKDF_00078	CDS	594				hypothetical protein
NLDHCKDF_00079	gene	4404	smc_1			
NLDHCKDF_00079	CDS	4404	smc_1			Chromosome partition protein Smc
NLDHCKDF_00080	gene	1206	moeA			
NLDHCKDF_00080	CDS	1206	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
NLDHCKDF_00081	gene	780	sdhL			
NLDHCKDF_00081	CDS	780	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
NLDHCKDF_00082	gene	921	argC			
NLDHCKDF_00082	CDS	921	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
NLDHCKDF_00083	gene	516				
NLDHCKDF_00083	CDS	516		3.6.1.-	COG0494	Nudix hydrolase
NLDHCKDF_00084	gene	1062	argF			
NLDHCKDF_00084	CDS	1062	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
NLDHCKDF_00085	gene	714	bshB2			
NLDHCKDF_00085	CDS	714	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
NLDHCKDF_00086	gene	465				
NLDHCKDF_00086	CDS	465				hypothetical protein
NLDHCKDF_00087	gene	1254	sucB			
NLDHCKDF_00087	CDS	1254	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
NLDHCKDF_00088	gene	1500				
NLDHCKDF_00088	rRNA	1500				16S ribosomal RNA
NLDHCKDF_00089	gene	1317	obg			
NLDHCKDF_00089	CDS	1317	obg	3.6.5.-	COG0536	GTPase Obg
NLDHCKDF_00090	gene	276	rpmA			
NLDHCKDF_00090	CDS	276	rpmA		COG0211	50S ribosomal protein L27
NLDHCKDF_00091	gene	303	rplU			
NLDHCKDF_00091	CDS	303	rplU		COG0261	50S ribosomal protein L21
NLDHCKDF_00092	gene	474	nrdR			
NLDHCKDF_00092	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
NLDHCKDF_00093	gene	780				
NLDHCKDF_00093	CDS	780				hypothetical protein
NLDHCKDF_00094	gene	1077	crtQ			
NLDHCKDF_00094	CDS	1077	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
NLDHCKDF_00095	gene	699				
NLDHCKDF_00095	CDS	699				hypothetical protein
NLDHCKDF_00096	gene	939				
NLDHCKDF_00096	CDS	939				hypothetical protein
NLDHCKDF_00097	gene	276				
NLDHCKDF_00097	CDS	276				hypothetical protein
NLDHCKDF_00098	gene	1536	crtN			
NLDHCKDF_00098	CDS	1536	crtN	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
NLDHCKDF_00099	gene	465				
NLDHCKDF_00099	CDS	465				hypothetical protein
NLDHCKDF_00100	gene	1827				
NLDHCKDF_00100	CDS	1827		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
NLDHCKDF_00101	gene	1752				
NLDHCKDF_00101	CDS	1752			COG1132	putative ABC transporter ATP-binding protein
NLDHCKDF_00102	gene	552				
NLDHCKDF_00102	CDS	552				hypothetical protein
NLDHCKDF_00103	gene	309	rpsF			
NLDHCKDF_00103	CDS	309	rpsF		COG0360	30S ribosomal protein S6
NLDHCKDF_00104	gene	345	ssb_1			
NLDHCKDF_00104	CDS	345	ssb_1		COG0629	Single-stranded DNA-binding protein
NLDHCKDF_00105	gene	255	ssb_2			
NLDHCKDF_00105	CDS	255	ssb_2		COG0629	Single-stranded DNA-binding protein
NLDHCKDF_00106	gene	339	ssb_3			
NLDHCKDF_00106	CDS	339	ssb_3		COG0629	Single-stranded DNA-binding protein
NLDHCKDF_00107	gene	279	rpsR			
NLDHCKDF_00107	CDS	279	rpsR		COG0238	30S ribosomal protein S18
NLDHCKDF_00108	gene	441	rplI			
NLDHCKDF_00108	CDS	441	rplI		COG0359	50S ribosomal protein L9
NLDHCKDF_00109	gene	804				
NLDHCKDF_00109	CDS	804				hypothetical protein
NLDHCKDF_00110	gene	699				
NLDHCKDF_00110	CDS	699				hypothetical protein
NLDHCKDF_00111	gene	600				
NLDHCKDF_00111	CDS	600				hypothetical protein
NLDHCKDF_00112	gene	675				
NLDHCKDF_00112	CDS	675				hypothetical protein
NLDHCKDF_00113	gene	1356	norM			
NLDHCKDF_00113	CDS	1356	norM		COG0534	Multidrug resistance protein NorM
NLDHCKDF_00114	gene	2175				
NLDHCKDF_00114	CDS	2175				hypothetical protein
NLDHCKDF_00115	gene	387				
NLDHCKDF_00115	CDS	387				hypothetical protein
NLDHCKDF_00116	gene	792				
NLDHCKDF_00116	CDS	792			COG0327	GTP cyclohydrolase 1 type 2 
NLDHCKDF_00117	gene	621	tmk			
NLDHCKDF_00117	CDS	621	tmk	2.7.4.9	COG0125	Thymidylate kinase
NLDHCKDF_00118	gene	885				
NLDHCKDF_00118	CDS	885				hypothetical protein
NLDHCKDF_00119	gene	855	fadH			
NLDHCKDF_00119	CDS	855	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
NLDHCKDF_00120	gene	774	echA8			
NLDHCKDF_00120	CDS	774	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
NLDHCKDF_00121	gene	786				
NLDHCKDF_00121	CDS	786				hypothetical protein
NLDHCKDF_00122	gene	345				
NLDHCKDF_00122	CDS	345				hypothetical protein
NLDHCKDF_00123	gene	1338	accC			
NLDHCKDF_00123	CDS	1338	accC	6.3.4.14	COG0439	Biotin carboxylase
NLDHCKDF_00124	gene	564	accB			
NLDHCKDF_00124	CDS	564	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NLDHCKDF_00125	gene	558	efp			
NLDHCKDF_00125	CDS	558	efp		COG0231	Elongation factor P
NLDHCKDF_00126	gene	1113				
NLDHCKDF_00126	CDS	1113				hypothetical protein
NLDHCKDF_00127	gene	1164				
NLDHCKDF_00127	CDS	1164				hypothetical protein
NLDHCKDF_00128	gene	843				
NLDHCKDF_00128	CDS	843				hypothetical protein
NLDHCKDF_00129	gene	627	trpF			
NLDHCKDF_00129	CDS	627	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
NLDHCKDF_00130	gene	285				
NLDHCKDF_00130	CDS	285				hypothetical protein
NLDHCKDF_00131	gene	516				
NLDHCKDF_00131	CDS	516				hypothetical protein
NLDHCKDF_00132	gene	939	dnaJ_1			
NLDHCKDF_00132	CDS	939	dnaJ_1		COG0484	Chaperone protein DnaJ
NLDHCKDF_00133	gene	786				
NLDHCKDF_00133	CDS	786				hypothetical protein
NLDHCKDF_00134	gene	204				
NLDHCKDF_00134	CDS	204				hypothetical protein
NLDHCKDF_00135	gene	666	grpE			
NLDHCKDF_00135	CDS	666	grpE			Protein GrpE
NLDHCKDF_00136	gene	1887	dnaK			
NLDHCKDF_00136	CDS	1887	dnaK		COG0443	Chaperone protein DnaK
NLDHCKDF_00137	gene	1167	hemW			
NLDHCKDF_00137	CDS	1167	hemW		COG0635	Heme chaperone HemW
NLDHCKDF_00138	gene	1653				
NLDHCKDF_00138	CDS	1653				hypothetical protein
NLDHCKDF_00139	gene	117				
NLDHCKDF_00139	CDS	117				hypothetical protein
NLDHCKDF_00140	gene	801				
NLDHCKDF_00140	CDS	801		2.7.4.-	COG2326	Polyphosphate:AMP/ADP phosphotransferase
NLDHCKDF_00141	gene	849				
NLDHCKDF_00141	CDS	849				hypothetical protein
NLDHCKDF_00142	gene	540				
NLDHCKDF_00142	CDS	540				hypothetical protein
NLDHCKDF_00143	gene	978	eamA			
NLDHCKDF_00143	CDS	978	eamA		COG0697	putative amino-acid metabolite efflux pump
NLDHCKDF_00144	gene	354				
NLDHCKDF_00144	CDS	354				hypothetical protein
NLDHCKDF_00145	gene	1038				
NLDHCKDF_00145	CDS	1038				hypothetical protein
NLDHCKDF_00146	gene	477				
NLDHCKDF_00146	CDS	477				hypothetical protein
NLDHCKDF_00147	gene	1578	hflX			
NLDHCKDF_00147	CDS	1578	hflX			GTPase HflX
NLDHCKDF_00148	gene	261				
NLDHCKDF_00148	CDS	261				hypothetical protein
NLDHCKDF_00149	gene	1794				
NLDHCKDF_00149	CDS	1794				hypothetical protein
NLDHCKDF_00150	gene	204				
NLDHCKDF_00150	CDS	204				hypothetical protein
NLDHCKDF_00151	gene	1413				
NLDHCKDF_00151	CDS	1413				hypothetical protein
NLDHCKDF_00152	gene	756	tatD			
NLDHCKDF_00152	CDS	756	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
NLDHCKDF_00153	gene	77				
NLDHCKDF_00153	tRNA	77				tRNA-Arg(cct)
NLDHCKDF_00154	gene	2742	valS			
NLDHCKDF_00154	CDS	2742	valS	6.1.1.9	COG0525	Valine--tRNA ligase
NLDHCKDF_00155	gene	462				
NLDHCKDF_00155	CDS	462				hypothetical protein
NLDHCKDF_00156	gene	522				
NLDHCKDF_00156	CDS	522				hypothetical protein
NLDHCKDF_00157	gene	1206	csd			
NLDHCKDF_00157	CDS	1206	csd	2.8.1.7	COG0520	putative cysteine desulfurase
NLDHCKDF_00158	gene	834				
NLDHCKDF_00158	CDS	834				hypothetical protein
NLDHCKDF_00159	gene	1074	ribD			
NLDHCKDF_00159	CDS	1074	ribD		COG0117	Riboflavin biosynthesis protein RibD
NLDHCKDF_00160	gene	645	ribE			
NLDHCKDF_00160	CDS	645	ribE	2.5.1.9		Riboflavin synthase
NLDHCKDF_00161	gene	1215	ribBA			
NLDHCKDF_00161	CDS	1215	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NLDHCKDF_00162	gene	468	ribH			
NLDHCKDF_00162	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
NLDHCKDF_00163	gene	1377				
NLDHCKDF_00163	CDS	1377				hypothetical protein
NLDHCKDF_00164	gene	1032	ldh_1			
NLDHCKDF_00164	CDS	1032	ldh_1	1.4.1.9		Leucine dehydrogenase
NLDHCKDF_00165	gene	633	udk			
NLDHCKDF_00165	CDS	633	udk	2.7.1.48	COG0572	Uridine kinase
NLDHCKDF_00166	gene	1884				
NLDHCKDF_00166	CDS	1884				hypothetical protein
NLDHCKDF_00167	gene	978				
NLDHCKDF_00167	CDS	978				hypothetical protein
NLDHCKDF_00168	gene	492				
NLDHCKDF_00168	CDS	492				hypothetical protein
NLDHCKDF_00169	gene	1821				
NLDHCKDF_00169	CDS	1821			COG1132	putative ABC transporter ATP-binding protein
NLDHCKDF_00170	gene	918				
NLDHCKDF_00170	CDS	918				hypothetical protein
NLDHCKDF_00171	gene	1968	dpp5			
NLDHCKDF_00171	CDS	1968	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
NLDHCKDF_00172	gene	255				
NLDHCKDF_00172	CDS	255				hypothetical protein
NLDHCKDF_00173	gene	933	irrE			
NLDHCKDF_00173	CDS	933	irrE	3.4.24.-		Radiation response metalloprotease IrrE
NLDHCKDF_00174	gene	870	folP			
NLDHCKDF_00174	CDS	870	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NLDHCKDF_00175	gene	357	folB			
NLDHCKDF_00175	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
NLDHCKDF_00176	gene	516	folK			
NLDHCKDF_00176	CDS	516	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NLDHCKDF_00177	gene	642				
NLDHCKDF_00177	CDS	642				hypothetical protein
NLDHCKDF_00178	gene	816	attM			
NLDHCKDF_00178	CDS	816	attM	3.1.1.81		N-acyl homoserine lactonase AttM
NLDHCKDF_00179	gene	1266	prfB			
NLDHCKDF_00179	CDS	1266	prfB		COG1186	Peptide chain release factor RF2
NLDHCKDF_00180	gene	441	rplM			
NLDHCKDF_00180	CDS	441	rplM		COG0102	50S ribosomal protein L13
NLDHCKDF_00181	gene	402	rpsI			
NLDHCKDF_00181	CDS	402	rpsI		COG0103	30S ribosomal protein S9
NLDHCKDF_00182	gene	1425	dacB			
NLDHCKDF_00182	CDS	1425	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
NLDHCKDF_00183	gene	396				
NLDHCKDF_00183	CDS	396				hypothetical protein
NLDHCKDF_00184	gene	1230				
NLDHCKDF_00184	CDS	1230				IS200/IS605 family transposase ISDra2
NLDHCKDF_00185	gene	603				
NLDHCKDF_00185	CDS	603		3.6.1.66		dITP/XTP pyrophosphatase
NLDHCKDF_00186	gene	639	sigE			
NLDHCKDF_00186	CDS	639	sigE		COG1595	ECF RNA polymerase sigma factor SigE
NLDHCKDF_00187	gene	315				
NLDHCKDF_00187	CDS	315				hypothetical protein
NLDHCKDF_00188	gene	1467	gltD			
NLDHCKDF_00188	CDS	1467	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NLDHCKDF_00189	gene	4821	gltB			
NLDHCKDF_00189	CDS	4821	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
NLDHCKDF_00190	gene	822				
NLDHCKDF_00190	CDS	822		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
NLDHCKDF_00191	gene	381	crcB			
NLDHCKDF_00191	CDS	381	crcB			Putative fluoride ion transporter CrcB
NLDHCKDF_00192	gene	1251	xseA			
NLDHCKDF_00192	CDS	1251	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
NLDHCKDF_00193	gene	669				
NLDHCKDF_00193	CDS	669				hypothetical protein
NLDHCKDF_00194	gene	528				
NLDHCKDF_00194	CDS	528				hypothetical protein
NLDHCKDF_00195	gene	558	resA_1			
NLDHCKDF_00195	CDS	558	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
NLDHCKDF_00196	gene	1209	bepA_1			
NLDHCKDF_00196	CDS	1209	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
NLDHCKDF_00197	gene	2340				
NLDHCKDF_00197	CDS	2340				hypothetical protein
NLDHCKDF_00198	gene	678				
NLDHCKDF_00198	CDS	678				hypothetical protein
NLDHCKDF_00199	gene	351				
NLDHCKDF_00199	CDS	351				hypothetical protein
NLDHCKDF_00200	gene	684				
NLDHCKDF_00200	CDS	684				hypothetical protein
NLDHCKDF_00201	gene	696				
NLDHCKDF_00201	CDS	696				hypothetical protein
NLDHCKDF_00202	gene	1917	menF			
NLDHCKDF_00202	CDS	1917	menF	5.4.4.2		Isochorismate synthase MenF
NLDHCKDF_00203	gene	612				
NLDHCKDF_00203	CDS	612				hypothetical protein
NLDHCKDF_00204	gene	663	recR			
NLDHCKDF_00204	CDS	663	recR		COG0353	Recombination protein RecR
NLDHCKDF_00205	gene	291				
NLDHCKDF_00205	CDS	291			COG0718	Nucleoid-associated protein
NLDHCKDF_00206	gene	468				
NLDHCKDF_00206	CDS	468				hypothetical protein
NLDHCKDF_00207	gene	819				
NLDHCKDF_00207	CDS	819				hypothetical protein
NLDHCKDF_00208	gene	537				
NLDHCKDF_00208	CDS	537				hypothetical protein
NLDHCKDF_00209	gene	816				
NLDHCKDF_00209	CDS	816				hypothetical protein
NLDHCKDF_00210	gene	834				
NLDHCKDF_00210	CDS	834				hypothetical protein
NLDHCKDF_00211	gene	930	lnrL_1			
NLDHCKDF_00211	CDS	930	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
NLDHCKDF_00212	gene	399				
NLDHCKDF_00212	CDS	399				hypothetical protein
NLDHCKDF_00213	gene	372				
NLDHCKDF_00213	CDS	372				hypothetical protein
NLDHCKDF_00214	gene	393				
NLDHCKDF_00214	CDS	393				hypothetical protein
NLDHCKDF_00215	gene	1398	trmFO			
NLDHCKDF_00215	CDS	1398	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
NLDHCKDF_00216	gene	837				
NLDHCKDF_00216	CDS	837				hypothetical protein
NLDHCKDF_00217	gene	1107				
NLDHCKDF_00217	CDS	1107				hypothetical protein
NLDHCKDF_00218	gene	306				
NLDHCKDF_00218	CDS	306				hypothetical protein
NLDHCKDF_00219	gene	891	mshD_1			
NLDHCKDF_00219	CDS	891	mshD_1	2.3.1.189		Mycothiol acetyltransferase
NLDHCKDF_00220	gene	648				
NLDHCKDF_00220	CDS	648				hypothetical protein
NLDHCKDF_00221	gene	1134	iscS			
NLDHCKDF_00221	CDS	1134	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
NLDHCKDF_00222	gene	444				
NLDHCKDF_00222	CDS	444			COG2166	putative SufE-like protein
NLDHCKDF_00223	gene	861				
NLDHCKDF_00223	CDS	861		2.8.1.1	COG2897	Thiosulfate sulfurtransferase
NLDHCKDF_00224	gene	441				
NLDHCKDF_00224	CDS	441				hypothetical protein
NLDHCKDF_00225	gene	1335				
NLDHCKDF_00225	CDS	1335				hypothetical protein
NLDHCKDF_00226	gene	1434	purF			
NLDHCKDF_00226	CDS	1434	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
NLDHCKDF_00227	gene	288				
NLDHCKDF_00227	CDS	288			COG2852	putative protein
NLDHCKDF_00228	gene	2244	purL			
NLDHCKDF_00228	CDS	2244	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
NLDHCKDF_00229	gene	666	purQ			
NLDHCKDF_00229	CDS	666	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
NLDHCKDF_00230	gene	255	purS			
NLDHCKDF_00230	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
NLDHCKDF_00231	gene	471				
NLDHCKDF_00231	CDS	471				hypothetical protein
NLDHCKDF_00232	gene	714	purC			
NLDHCKDF_00232	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NLDHCKDF_00233	gene	726				
NLDHCKDF_00233	CDS	726				hypothetical protein
NLDHCKDF_00234	gene	387	apaG			
NLDHCKDF_00234	CDS	387	apaG		COG2967	Protein ApaG
NLDHCKDF_00235	gene	1062	ysdC			
NLDHCKDF_00235	CDS	1062	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
NLDHCKDF_00236	gene	486	ispF			
NLDHCKDF_00236	CDS	486	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
NLDHCKDF_00237	gene	477	trmL			
NLDHCKDF_00237	CDS	477	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
NLDHCKDF_00238	gene	228				
NLDHCKDF_00238	CDS	228				hypothetical protein
NLDHCKDF_00239	gene	198				
NLDHCKDF_00239	CDS	198				hypothetical protein
NLDHCKDF_00240	gene	330				
