locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCKJJHDB_00077	CDS	1125	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
LCKJJHDB_00078	gene	1002	lplJ			
LCKJJHDB_00078	CDS	1002	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
LCKJJHDB_00079	gene	846	glpQ			
LCKJJHDB_00079	CDS	846	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
LCKJJHDB_00080	gene	651	yedJ			
LCKJJHDB_00080	CDS	651	yedJ		COG1418	putative protein YedJ
LCKJJHDB_00081	gene	1026	trpS2			
LCKJJHDB_00081	CDS	1026	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
LCKJJHDB_00082	gene	438	osmC			
LCKJJHDB_00082	CDS	438	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
LCKJJHDB_00083	gene	1314	potE_1			
LCKJJHDB_00083	CDS	1314	potE_1			Putrescine transporter PotE
LCKJJHDB_00084	gene	351				
LCKJJHDB_00084	CDS	351				hypothetical protein
LCKJJHDB_00085	gene	996	plsX			
LCKJJHDB_00085	CDS	996	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
LCKJJHDB_00086	gene	813	ybiV			
LCKJJHDB_00086	CDS	813	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
LCKJJHDB_00087	gene	1638	ybiT_1			
LCKJJHDB_00087	CDS	1638	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
LCKJJHDB_00088	gene	1281				
LCKJJHDB_00088	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
LCKJJHDB_00089	gene	834				
LCKJJHDB_00089	CDS	834				hypothetical protein
LCKJJHDB_00090	gene	468				
LCKJJHDB_00090	CDS	468				Putative universal stress protein
LCKJJHDB_00091	gene	198				
LCKJJHDB_00091	CDS	198				hypothetical protein
LCKJJHDB_00092	gene	621	mhqD			
LCKJJHDB_00092	CDS	621	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
LCKJJHDB_00093	gene	1170	mhqA			
LCKJJHDB_00093	CDS	1170	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
LCKJJHDB_00094	gene	591				
LCKJJHDB_00094	CDS	591				hypothetical protein
LCKJJHDB_00095	gene	2148	lagD			
LCKJJHDB_00095	CDS	2148	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
LCKJJHDB_00096	gene	1422	lcnD_1			
LCKJJHDB_00096	CDS	1422	lcnD_1			Lactococcin A secretion protein LcnD
LCKJJHDB_00097	gene	126				
LCKJJHDB_00097	CDS	126				hypothetical protein
LCKJJHDB_00098	gene	453				
LCKJJHDB_00098	CDS	453				hypothetical protein
LCKJJHDB_00099	gene	657				
LCKJJHDB_00099	CDS	657				hypothetical protein
LCKJJHDB_00100	gene	282				
LCKJJHDB_00100	CDS	282				hypothetical protein
LCKJJHDB_00101	gene	153				
LCKJJHDB_00101	CDS	153				hypothetical protein
LCKJJHDB_00102	gene	219	lcnD_2			
LCKJJHDB_00102	CDS	219	lcnD_2			Lactococcin A secretion protein LcnD
LCKJJHDB_00103	gene	711				
LCKJJHDB_00103	CDS	711				hypothetical protein
LCKJJHDB_00104	gene	453				
LCKJJHDB_00104	CDS	453				hypothetical protein
LCKJJHDB_00105	gene	840				
LCKJJHDB_00105	CDS	840				IS3 family transposase IS981
LCKJJHDB_00106	gene	261				
LCKJJHDB_00106	CDS	261				hypothetical protein
LCKJJHDB_00107	gene	606				
LCKJJHDB_00107	CDS	606				hypothetical protein
LCKJJHDB_00108	gene	591				
LCKJJHDB_00108	CDS	591				IS3 family transposase IS981
LCKJJHDB_00109	gene	261				
LCKJJHDB_00109	CDS	261				hypothetical protein
LCKJJHDB_00110	gene	369				
LCKJJHDB_00110	CDS	369				hypothetical protein
LCKJJHDB_00111	gene	303				
LCKJJHDB_00111	CDS	303				hypothetical protein
LCKJJHDB_00112	gene	168				
LCKJJHDB_00112	CDS	168				hypothetical protein
LCKJJHDB_00113	gene	150	rpmGA_1			
LCKJJHDB_00113	CDS	150	rpmGA_1			50S ribosomal protein L33 1
LCKJJHDB_00114	gene	174	rpmF			
LCKJJHDB_00114	CDS	174	rpmF		COG0333	50S ribosomal protein L32
LCKJJHDB_00115	gene	1782	zosA			
LCKJJHDB_00115	CDS	1782	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
LCKJJHDB_00116	gene	786	spo0J			
LCKJJHDB_00116	CDS	786	spo0J		COG1475	Stage 0 sporulation protein J
LCKJJHDB_00117	gene	1260				
LCKJJHDB_00117	CDS	1260			COG2256	putative AAA domain-containing protein
LCKJJHDB_00118	gene	489				
LCKJJHDB_00118	CDS	489				hypothetical protein
LCKJJHDB_00119	gene	468				
LCKJJHDB_00119	CDS	468				hypothetical protein
LCKJJHDB_00120	gene	1554	ybiT_2			
LCKJJHDB_00120	CDS	1554	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
LCKJJHDB_00121	gene	285				
LCKJJHDB_00121	CDS	285				hypothetical protein
LCKJJHDB_00122	gene	489				
LCKJJHDB_00122	CDS	489				hypothetical protein
LCKJJHDB_00123	gene	954	prmA			
LCKJJHDB_00123	CDS	954	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
LCKJJHDB_00124	gene	753	rsmE			
LCKJJHDB_00124	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LCKJJHDB_00125	gene	957				
LCKJJHDB_00125	CDS	957				hypothetical protein
LCKJJHDB_00126	gene	2223	relA			
LCKJJHDB_00126	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
LCKJJHDB_00127	gene	936	csbB			
LCKJJHDB_00127	CDS	936	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
LCKJJHDB_00128	gene	456	dtd			
LCKJJHDB_00128	CDS	456	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
LCKJJHDB_00129	gene	996				
LCKJJHDB_00129	CDS	996				hypothetical protein
LCKJJHDB_00130	gene	624				
LCKJJHDB_00130	CDS	624		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
LCKJJHDB_00131	gene	1410	yhdG			
LCKJJHDB_00131	CDS	1410	yhdG		COG0531	putative amino acid permease YhdG
LCKJJHDB_00132	gene	642	plsC			
LCKJJHDB_00132	CDS	642	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
LCKJJHDB_00133	gene	492				
LCKJJHDB_00133	CDS	492				hypothetical protein
LCKJJHDB_00134	gene	645	azoR2			
LCKJJHDB_00134	CDS	645	azoR2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 2
LCKJJHDB_00135	gene	2598	secA			
LCKJJHDB_00135	CDS	2598	secA		COG0653	Protein translocase subunit SecA
LCKJJHDB_00136	gene	1038	aroF			
LCKJJHDB_00136	CDS	1038	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
LCKJJHDB_00137	gene	267	ptsH			
LCKJJHDB_00137	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
LCKJJHDB_00138	gene	1728	ptsI			
LCKJJHDB_00138	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
LCKJJHDB_00139	gene	282				
LCKJJHDB_00139	CDS	282				hypothetical protein
LCKJJHDB_00140	gene	300				
LCKJJHDB_00140	CDS	300			COG0718	Nucleoid-associated protein
LCKJJHDB_00141	gene	87				
LCKJJHDB_00141	tRNA	87				tRNA-Leu(aag)
LCKJJHDB_00142	gene	936	menH_1			
LCKJJHDB_00142	CDS	936	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LCKJJHDB_00143	gene	321	gdx			
LCKJJHDB_00143	CDS	321	gdx		COG2076	Guanidinium exporter
LCKJJHDB_00144	gene	1164	tetA_1			
LCKJJHDB_00144	CDS	1164	tetA_1			Tetracycline resistance protein, class B
LCKJJHDB_00145	gene	87				
LCKJJHDB_00145	tRNA	87				tRNA-Ser(cga)
LCKJJHDB_00146	gene	1197	argG			
LCKJJHDB_00146	CDS	1197	argG	6.3.4.5		Argininosuccinate synthase
LCKJJHDB_00147	gene	1380	argH			
LCKJJHDB_00147	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
LCKJJHDB_00148	gene	1197	sbnD			
LCKJJHDB_00148	CDS	1197	sbnD			Staphyloferrin B transporter
LCKJJHDB_00149	gene	576				
LCKJJHDB_00149	CDS	576				hypothetical protein
LCKJJHDB_00150	gene	354	rnpA			
LCKJJHDB_00150	CDS	354	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
LCKJJHDB_00151	gene	810	misCA			
LCKJJHDB_00151	CDS	810	misCA		COG0706	Membrane protein insertase MisCA
LCKJJHDB_00152	gene	915				
LCKJJHDB_00152	CDS	915				hypothetical protein
LCKJJHDB_00153	gene	135	rpmH			
LCKJJHDB_00153	CDS	135	rpmH		COG0230	50S ribosomal protein L34
LCKJJHDB_00154	gene	207				
LCKJJHDB_00154	CDS	207				hypothetical protein
LCKJJHDB_00155	gene	660	ydhF			
LCKJJHDB_00155	CDS	660	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
LCKJJHDB_00156	gene	321				
LCKJJHDB_00156	CDS	321				hypothetical protein
LCKJJHDB_00157	gene	228				
LCKJJHDB_00157	CDS	228				hypothetical protein
LCKJJHDB_00158	gene	546				
LCKJJHDB_00158	CDS	546				hypothetical protein
LCKJJHDB_00159	gene	681				
LCKJJHDB_00159	CDS	681				hypothetical protein
LCKJJHDB_00160	gene	291				
LCKJJHDB_00160	CDS	291				IS3 family transposase IS1076
LCKJJHDB_00161	gene	840				
LCKJJHDB_00161	CDS	840				IS3 family transposase IS1069
LCKJJHDB_00162	gene	558				
LCKJJHDB_00162	CDS	558				hypothetical protein
LCKJJHDB_00163	gene	819				
LCKJJHDB_00163	CDS	819				IS3 family transposase ISLla3
LCKJJHDB_00164	gene	840				
LCKJJHDB_00164	CDS	840				IS3 family transposase IS1069
LCKJJHDB_00165	gene	291				
LCKJJHDB_00165	CDS	291				IS3 family transposase IS1076
LCKJJHDB_00166	gene	267				
LCKJJHDB_00166	CDS	267				hypothetical protein
LCKJJHDB_00167	gene	432	yrrK			
LCKJJHDB_00167	CDS	432	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
LCKJJHDB_00168	gene	324				
LCKJJHDB_00168	CDS	324				hypothetical protein
LCKJJHDB_00169	gene	552				
LCKJJHDB_00169	CDS	552				Potassium channel
LCKJJHDB_00170	gene	786	acr1			
LCKJJHDB_00170	CDS	786	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
LCKJJHDB_00171	gene	246				
LCKJJHDB_00171	CDS	246				hypothetical protein
LCKJJHDB_00172	gene	786	hcaB_1			
LCKJJHDB_00172	CDS	786	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
LCKJJHDB_00173	gene	546				
LCKJJHDB_00173	CDS	546				hypothetical protein
LCKJJHDB_00174	gene	1347	glgB_1			
LCKJJHDB_00174	CDS	1347	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
LCKJJHDB_00175	gene	600	glgB_2			
LCKJJHDB_00175	CDS	600	glgB_2	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
LCKJJHDB_00176	gene	354				
LCKJJHDB_00176	CDS	354				hypothetical protein
LCKJJHDB_00177	gene	5952				
LCKJJHDB_00177	CDS	5952				hypothetical protein
LCKJJHDB_00178	gene	75				
LCKJJHDB_00178	tRNA	75				tRNA-Thr(cgt)
LCKJJHDB_00179	gene	1149	tgt			
LCKJJHDB_00179	CDS	1149	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LCKJJHDB_00180	gene	693				
LCKJJHDB_00180	CDS	693				hypothetical protein
LCKJJHDB_00181	gene	1182	cntE			
LCKJJHDB_00181	CDS	1182	cntE			Staphylopine export protein
LCKJJHDB_00182	gene	438	yccU			
LCKJJHDB_00182	CDS	438	yccU		COG1832	putative protein YccU
LCKJJHDB_00183	gene	792				
LCKJJHDB_00183	CDS	792				hypothetical protein
LCKJJHDB_00184	gene	210				
LCKJJHDB_00184	CDS	210				hypothetical protein
LCKJJHDB_00185	gene	240				
LCKJJHDB_00185	CDS	240				hypothetical protein
LCKJJHDB_00186	gene	1584				
LCKJJHDB_00186	CDS	1584				hypothetical protein
LCKJJHDB_00187	gene	1215	alaA			
LCKJJHDB_00187	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
LCKJJHDB_00188	gene	789	codY_1			
LCKJJHDB_00188	CDS	789	codY_1		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
LCKJJHDB_00189	gene	306	gatC			
LCKJJHDB_00189	CDS	306	gatC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
LCKJJHDB_00190	gene	1461	gatA			
LCKJJHDB_00190	CDS	1461	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
LCKJJHDB_00191	gene	603				
LCKJJHDB_00191	CDS	603				hypothetical protein
LCKJJHDB_00192	gene	1434	gatB			
LCKJJHDB_00192	CDS	1434	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
LCKJJHDB_00193	gene	165				
LCKJJHDB_00193	CDS	165				hypothetical protein
LCKJJHDB_00194	gene	1500	nylA			
LCKJJHDB_00194	CDS	1500	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
LCKJJHDB_00195	gene	1341	mepA_1			
LCKJJHDB_00195	CDS	1341	mepA_1		COG0534	Multidrug export protein MepA
LCKJJHDB_00196	gene	198	cspC_1			
LCKJJHDB_00196	CDS	198	cspC_1		COG1278	Cold shock protein CspC
LCKJJHDB_00197	gene	534	yqgN			
LCKJJHDB_00197	CDS	534	yqgN		COG0212	putative protein YqgN
LCKJJHDB_00198	gene	693				
LCKJJHDB_00198	CDS	693				hypothetical protein
LCKJJHDB_00199	gene	432				
LCKJJHDB_00199	CDS	432				hypothetical protein
LCKJJHDB_00200	gene	1053	eis			
LCKJJHDB_00200	CDS	1053	eis	2.3.1.-		N-acetyltransferase Eis
LCKJJHDB_00201	gene	1095				
LCKJJHDB_00201	CDS	1095				hypothetical protein
LCKJJHDB_00202	gene	1485	celB			
LCKJJHDB_00202	CDS	1485	celB		COG1455	PTS system cellobiose-specific EIIC component
LCKJJHDB_00203	gene	207				
LCKJJHDB_00203	CDS	207				hypothetical protein
LCKJJHDB_00204	gene	195				
LCKJJHDB_00204	CDS	195				hypothetical protein
LCKJJHDB_00205	gene	1437	bglC			
LCKJJHDB_00205	CDS	1437	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
LCKJJHDB_00206	gene	453	dut_1			
LCKJJHDB_00206	CDS	453	dut_1	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
LCKJJHDB_00207	gene	1344	mggB			
LCKJJHDB_00207	CDS	1344	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
LCKJJHDB_00208	gene	756				
LCKJJHDB_00208	CDS	756				hypothetical protein
LCKJJHDB_00209	gene	1098	rlmN			
LCKJJHDB_00209	CDS	1098	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
LCKJJHDB_00210	gene	612				
LCKJJHDB_00210	CDS	612		1.-.-.-		Putative NAD(P)H nitroreductase
LCKJJHDB_00211	gene	1011	hepT_1			
LCKJJHDB_00211	CDS	1011	hepT_1	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
LCKJJHDB_00212	gene	906	menA_1			
LCKJJHDB_00212	CDS	906	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
LCKJJHDB_00213	gene	687				
LCKJJHDB_00213	CDS	687				hypothetical protein
LCKJJHDB_00214	gene	180				
LCKJJHDB_00214	CDS	180				hypothetical protein
LCKJJHDB_00215	gene	201				
LCKJJHDB_00215	CDS	201				hypothetical protein
LCKJJHDB_00216	gene	2130	feoB			
LCKJJHDB_00216	CDS	2130	feoB		COG0370	Fe(2+) transporter FeoB
LCKJJHDB_00217	gene	459				
LCKJJHDB_00217	CDS	459				hypothetical protein
LCKJJHDB_00218	gene	429	msrB			
LCKJJHDB_00218	CDS	429	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
LCKJJHDB_00219	gene	1665				
LCKJJHDB_00219	CDS	1665				putative protein
LCKJJHDB_00220	gene	369				
LCKJJHDB_00220	CDS	369				putative protein
LCKJJHDB_00221	gene	195	rpmB			
LCKJJHDB_00221	CDS	195	rpmB		COG0227	50S ribosomal protein L28
LCKJJHDB_00222	gene	660				
LCKJJHDB_00222	CDS	660				hypothetical protein
LCKJJHDB_00223	gene	870	rfbA			
LCKJJHDB_00223	CDS	870	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
LCKJJHDB_00224	gene	291				
LCKJJHDB_00224	CDS	291				hypothetical protein
LCKJJHDB_00225	gene	594	rfbC			
LCKJJHDB_00225	CDS	594	rfbC	5.1.3.-		Protein RmlC 
LCKJJHDB_00226	gene	255				
LCKJJHDB_00226	CDS	255				hypothetical protein
LCKJJHDB_00227	gene	1050	rmlB			
LCKJJHDB_00227	CDS	1050	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LCKJJHDB_00228	gene	900	strL			
LCKJJHDB_00228	CDS	900	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
LCKJJHDB_00229	gene	1209				
LCKJJHDB_00229	CDS	1209				hypothetical protein
LCKJJHDB_00230	gene	960				
LCKJJHDB_00230	CDS	960				hypothetical protein
LCKJJHDB_00231	gene	810				
LCKJJHDB_00231	CDS	810				hypothetical protein
LCKJJHDB_00232	gene	1197	btuD_1			
LCKJJHDB_00232	CDS	1197	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LCKJJHDB_00233	gene	336				
LCKJJHDB_00233	CDS	336				hypothetical protein
LCKJJHDB_00234	gene	993				
LCKJJHDB_00234	CDS	993				hypothetical protein
LCKJJHDB_00235	gene	975				
LCKJJHDB_00235	CDS	975				hypothetical protein
LCKJJHDB_00236	gene	1770				
LCKJJHDB_00236	CDS	1770				hypothetical protein
LCKJJHDB_00237	gene	1545				
LCKJJHDB_00237	CDS	1545				hypothetical protein
LCKJJHDB_00238	gene	726	arnC_1			
LCKJJHDB_00238	CDS	726	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LCKJJHDB_00239	gene	366				
LCKJJHDB_00239	CDS	366				hypothetical protein
LCKJJHDB_00240	gene	942	wbgU			
LCKJJHDB_00240	CDS	942	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
LCKJJHDB_00241	gene	1428	tuaB			
LCKJJHDB_00241	CDS	1428	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
LCKJJHDB_00242	gene	1140	bshA			
LCKJJHDB_00242	CDS	1140	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
