locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCMIPHHC_00068	gene	990	oppD_3			
PCMIPHHC_00068	CDS	990	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
PCMIPHHC_00069	gene	963	oppF_2			
PCMIPHHC_00069	CDS	963	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
PCMIPHHC_00070	gene	2337				
PCMIPHHC_00070	CDS	2337		3.2.1.-		Beta-xylosidase
PCMIPHHC_00071	gene	978	axeA_1			
PCMIPHHC_00071	CDS	978	axeA_1	3.1.1.41	COG3458	Cephalosporin-C deacetylase
PCMIPHHC_00072	gene	771	fecE			
PCMIPHHC_00072	CDS	771	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
PCMIPHHC_00073	gene	969	hmuU_1			
PCMIPHHC_00073	CDS	969	hmuU_1		COG0609	Hemin transport system permease protein HmuU
PCMIPHHC_00074	gene	894	btuF			
PCMIPHHC_00074	CDS	894	btuF		COG0614	Vitamin B12-binding protein
PCMIPHHC_00075	gene	450	fliW			
PCMIPHHC_00075	CDS	450	fliW		COG1699	Flagellar assembly factor FliW
PCMIPHHC_00076	gene	915	flgL			
PCMIPHHC_00076	CDS	915	flgL		COG1344	Flagellar hook-associated protein 3
PCMIPHHC_00077	gene	2577				
PCMIPHHC_00077	CDS	2577				hypothetical protein
PCMIPHHC_00078	gene	351				
PCMIPHHC_00078	CDS	351				hypothetical protein
PCMIPHHC_00079	gene	279				
PCMIPHHC_00079	CDS	279				hypothetical protein
PCMIPHHC_00080	gene	1422	murJ			
PCMIPHHC_00080	CDS	1422	murJ		COG0728	Lipid II flippase MurJ
PCMIPHHC_00081	gene	834				
PCMIPHHC_00081	CDS	834				hypothetical protein
PCMIPHHC_00082	gene	3849	sctC			
PCMIPHHC_00082	CDS	3849	sctC			Type 3 secretion system secretin
PCMIPHHC_00083	gene	462				
PCMIPHHC_00083	CDS	462				hypothetical protein
PCMIPHHC_00084	gene	417				
PCMIPHHC_00084	CDS	417				hypothetical protein
PCMIPHHC_00085	gene	549				
PCMIPHHC_00085	CDS	549				hypothetical protein
PCMIPHHC_00086	gene	981				
PCMIPHHC_00086	CDS	981				hypothetical protein
PCMIPHHC_00087	gene	384				
PCMIPHHC_00087	CDS	384				hypothetical protein
PCMIPHHC_00088	gene	1200	epsF			
PCMIPHHC_00088	CDS	1200	epsF		COG1459	Type II secretion system protein F
PCMIPHHC_00089	gene	471				
PCMIPHHC_00089	CDS	471				hypothetical protein
PCMIPHHC_00090	gene	921	dusB			
PCMIPHHC_00090	CDS	921	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
PCMIPHHC_00091	gene	591	nadD			
PCMIPHHC_00091	CDS	591	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
PCMIPHHC_00092	gene	1308	obg			
PCMIPHHC_00092	CDS	1308	obg	3.6.5.-	COG0536	GTPase Obg
PCMIPHHC_00093	gene	765				
PCMIPHHC_00093	CDS	765				hypothetical protein
PCMIPHHC_00094	gene	2067	ligA			
PCMIPHHC_00094	CDS	2067	ligA	6.5.1.2		DNA ligase
PCMIPHHC_00095	gene	1869				
PCMIPHHC_00095	CDS	1869				hypothetical protein
PCMIPHHC_00096	gene	1080	tmpC			
PCMIPHHC_00096	CDS	1080	tmpC		COG1744	Membrane lipoprotein TmpC
PCMIPHHC_00097	gene	1509	mglA			
PCMIPHHC_00097	CDS	1509	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
PCMIPHHC_00098	gene	1035				
PCMIPHHC_00098	CDS	1035				hypothetical protein
PCMIPHHC_00099	gene	960	rfuD			
PCMIPHHC_00099	CDS	960	rfuD		COG1079	putative riboflavin import permease protein RfuD
PCMIPHHC_00100	gene	1185				
PCMIPHHC_00100	CDS	1185				hypothetical protein
PCMIPHHC_00101	gene	573				
PCMIPHHC_00101	CDS	573				hypothetical protein
PCMIPHHC_00102	gene	1266	murAA			
PCMIPHHC_00102	CDS	1266	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
PCMIPHHC_00103	gene	963				
PCMIPHHC_00103	CDS	963				hypothetical protein
PCMIPHHC_00104	gene	1137	nagC_2			
PCMIPHHC_00104	CDS	1137	nagC_2		COG1940	N-acetylglucosamine repressor
PCMIPHHC_00105	gene	1164	bdhA			
PCMIPHHC_00105	CDS	1164	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
PCMIPHHC_00106	gene	954	rbsC_1			
PCMIPHHC_00106	CDS	954	rbsC_1		COG1172	Ribose import permease protein RbsC
PCMIPHHC_00107	gene	720				
PCMIPHHC_00107	CDS	720				Bifunctional xylanase/deacetylase
PCMIPHHC_00108	gene	972	alsB			
PCMIPHHC_00108	CDS	972	alsB		COG1879	D-allose-binding periplasmic protein
PCMIPHHC_00109	gene	1563	rbsA_1			
PCMIPHHC_00109	CDS	1563	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
PCMIPHHC_00110	gene	1479	xylB_1			
PCMIPHHC_00110	CDS	1479	xylB_1	2.7.1.17	COG1070	Xylulose kinase
PCMIPHHC_00111	gene	732				
PCMIPHHC_00111	CDS	732				hypothetical protein
PCMIPHHC_00112	gene	2484				
PCMIPHHC_00112	CDS	2484				hypothetical protein
PCMIPHHC_00113	gene	858				
PCMIPHHC_00113	CDS	858				hypothetical protein
PCMIPHHC_00114	gene	555				
PCMIPHHC_00114	CDS	555		1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
PCMIPHHC_00115	gene	1098				
PCMIPHHC_00115	CDS	1098				hypothetical protein
PCMIPHHC_00116	gene	366	fur_1			
PCMIPHHC_00116	CDS	366	fur_1		COG0735	Ferric uptake regulation protein
PCMIPHHC_00117	gene	804	troA			
PCMIPHHC_00117	CDS	804	troA		COG0803	Periplasmic zinc-binding protein TroA
PCMIPHHC_00118	gene	723	znuC			
PCMIPHHC_00118	CDS	723	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
PCMIPHHC_00119	gene	798	znuB			
PCMIPHHC_00119	CDS	798	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
PCMIPHHC_00120	gene	663	ompR			
PCMIPHHC_00120	CDS	663	ompR			Transcriptional regulatory protein OmpR
PCMIPHHC_00121	gene	858				
PCMIPHHC_00121	CDS	858				hypothetical protein
PCMIPHHC_00122	gene	1389	oadA			
PCMIPHHC_00122	CDS	1389	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
PCMIPHHC_00123	gene	1077	cpg2			
PCMIPHHC_00123	CDS	1077	cpg2	3.4.17.11		Carboxypeptidase G2
PCMIPHHC_00124	gene	1155				
PCMIPHHC_00124	CDS	1155				hypothetical protein
PCMIPHHC_00125	gene	777				
PCMIPHHC_00125	CDS	777				hypothetical protein
PCMIPHHC_00126	gene	585	entB			
PCMIPHHC_00126	CDS	585	entB	6.3.2.14	COG1535	Enterobactin synthase component B
PCMIPHHC_00127	gene	855	trxB_1			
PCMIPHHC_00127	CDS	855	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
PCMIPHHC_00128	gene	1233				
PCMIPHHC_00128	CDS	1233				IS200/IS605 family transposase ISTma1
PCMIPHHC_00129	gene	990	rlmN_1			
PCMIPHHC_00129	CDS	990	rlmN_1	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
PCMIPHHC_00130	gene	720	trpA			
PCMIPHHC_00130	CDS	720	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
PCMIPHHC_00131	gene	1170	trpB_1			
PCMIPHHC_00131	CDS	1170	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
PCMIPHHC_00132	gene	618	trpF			
PCMIPHHC_00132	CDS	618	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
PCMIPHHC_00133	gene	693	trpC			
PCMIPHHC_00133	CDS	693	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
PCMIPHHC_00134	gene	1641	trpGD			
PCMIPHHC_00134	CDS	1641	trpGD		COG0512	Bifunctional protein TrpGD
PCMIPHHC_00135	gene	1374	trpE			
PCMIPHHC_00135	CDS	1374	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
PCMIPHHC_00136	gene	1353	cheB_1			
PCMIPHHC_00136	CDS	1353	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
PCMIPHHC_00137	gene	77				
PCMIPHHC_00137	tRNA	77				tRNA-Pro(tgg)
PCMIPHHC_00138	gene	228				
PCMIPHHC_00138	CDS	228				hypothetical protein
PCMIPHHC_00139	gene	984	tsaD			
PCMIPHHC_00139	CDS	984	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PCMIPHHC_00140	gene	1221	clpX			
PCMIPHHC_00140	CDS	1221	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PCMIPHHC_00141	gene	333	rsfS			
PCMIPHHC_00141	CDS	333	rsfS		COG0799	Ribosomal silencing factor RsfS
PCMIPHHC_00142	gene	1821	glmS_1			
PCMIPHHC_00142	CDS	1821	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PCMIPHHC_00143	gene	984	plsX			
PCMIPHHC_00143	CDS	984	plsX	2.3.1.274		Phosphate acyltransferase
PCMIPHHC_00144	gene	183	rpmF			
PCMIPHHC_00144	CDS	183	rpmF			50S ribosomal protein L32
PCMIPHHC_00145	gene	549				
PCMIPHHC_00145	CDS	549				hypothetical protein
PCMIPHHC_00146	gene	648				
PCMIPHHC_00146	CDS	648				hypothetical protein
PCMIPHHC_00147	gene	1872				
PCMIPHHC_00147	CDS	1872				hypothetical protein
PCMIPHHC_00148	gene	1659				
PCMIPHHC_00148	CDS	1659				hypothetical protein
PCMIPHHC_00149	gene	1305	phoA			
PCMIPHHC_00149	CDS	1305	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
PCMIPHHC_00150	gene	450				
PCMIPHHC_00150	CDS	450		1.5.1.37		Flavin reductase
PCMIPHHC_00151	gene	246				
PCMIPHHC_00151	CDS	246				hypothetical protein
PCMIPHHC_00152	gene	882	lgt			
PCMIPHHC_00152	CDS	882	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PCMIPHHC_00153	gene	591				
PCMIPHHC_00153	CDS	591		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
PCMIPHHC_00154	gene	546				
PCMIPHHC_00154	CDS	546			COG1259	putative protein
PCMIPHHC_00155	gene	819				
PCMIPHHC_00155	CDS	819				hypothetical protein
PCMIPHHC_00156	gene	2316				
PCMIPHHC_00156	CDS	2316				hypothetical protein
PCMIPHHC_00157	gene	837				
PCMIPHHC_00157	CDS	837				hypothetical protein
PCMIPHHC_00158	gene	789				
PCMIPHHC_00158	CDS	789				hypothetical protein
PCMIPHHC_00159	gene	567	ruvA			
PCMIPHHC_00159	CDS	567	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
PCMIPHHC_00160	gene	1308	fpgS			
PCMIPHHC_00160	CDS	1308	fpgS	6.3.2.17		Folylpolyglutamate synthase
PCMIPHHC_00161	gene	1173	deoB			
PCMIPHHC_00161	CDS	1173	deoB	5.4.2.7	COG1015	Phosphopentomutase
PCMIPHHC_00162	gene	2475	leuS			
PCMIPHHC_00162	CDS	2475	leuS	6.1.1.4		Leucine--tRNA ligase
PCMIPHHC_00163	gene	627	rex1			
PCMIPHHC_00163	CDS	627	rex1		COG2344	Redox-sensing transcriptional repressor Rex 1
PCMIPHHC_00164	gene	222				
PCMIPHHC_00164	CDS	222				hypothetical protein
PCMIPHHC_00165	gene	456				
PCMIPHHC_00165	CDS	456				hypothetical protein
PCMIPHHC_00166	gene	1215	ahcY			
PCMIPHHC_00166	CDS	1215	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
PCMIPHHC_00167	gene	3315	rgy			
PCMIPHHC_00167	CDS	3315	rgy		COG1110	Reverse gyrase
PCMIPHHC_00168	gene	2181	hppA			
PCMIPHHC_00168	CDS	2181	hppA	7.2.3.-	COG3808	K(+)-stimulated pyrophosphate-energized sodium pump
PCMIPHHC_00169	gene	267	acpP_1			
PCMIPHHC_00169	CDS	267	acpP_1			Acyl carrier protein
PCMIPHHC_00170	gene	882				
PCMIPHHC_00170	CDS	882				hypothetical protein
PCMIPHHC_00171	gene	852				
PCMIPHHC_00171	CDS	852				hypothetical protein
PCMIPHHC_00172	gene	2211	priA			
PCMIPHHC_00172	CDS	2211	priA	3.6.4.-		primosomal protein N'
PCMIPHHC_00173	gene	1556				
PCMIPHHC_00173	rRNA	1556				16S ribosomal RNA
PCMIPHHC_00174	gene	77				
PCMIPHHC_00174	tRNA	77				tRNA-Ile(gat)
PCMIPHHC_00175	gene	76				
PCMIPHHC_00175	tRNA	76				tRNA-Ala(tgc)
PCMIPHHC_00176	gene	3017				
PCMIPHHC_00176	rRNA	3017				23S ribosomal RNA
PCMIPHHC_00177	gene	105				
PCMIPHHC_00177	rRNA	105				5S ribosomal RNA
PCMIPHHC_00178	gene	279				
PCMIPHHC_00178	CDS	279				hypothetical protein
PCMIPHHC_00179	gene	570				
PCMIPHHC_00179	CDS	570				hypothetical protein
PCMIPHHC_00180	gene	975				
PCMIPHHC_00180	CDS	975				hypothetical protein
PCMIPHHC_00181	gene	1194	miaB_1			
PCMIPHHC_00181	CDS	1194	miaB_1	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
PCMIPHHC_00182	gene	783	ramA			
PCMIPHHC_00182	CDS	783	ramA	3.5.1.100		(R)-stereoselective amidase
PCMIPHHC_00183	gene	1290	glmM			
PCMIPHHC_00183	CDS	1290	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
PCMIPHHC_00184	gene	396				
PCMIPHHC_00184	CDS	396				hypothetical protein
PCMIPHHC_00185	gene	1107				
PCMIPHHC_00185	CDS	1107		3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase
PCMIPHHC_00186	gene	1428	sasA_1			
PCMIPHHC_00186	CDS	1428	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PCMIPHHC_00187	gene	76				
PCMIPHHC_00187	tRNA	76				tRNA-Ala(cgc)
PCMIPHHC_00188	gene	432				
PCMIPHHC_00188	CDS	432			COG1720	S-adenosyl-L-methionine-binding protein
PCMIPHHC_00189	gene	1077				
PCMIPHHC_00189	CDS	1077			COG0614	putative protein
PCMIPHHC_00190	gene	1032	hmuU_2			
PCMIPHHC_00190	CDS	1032	hmuU_2		COG0609	Hemin transport system permease protein HmuU
PCMIPHHC_00191	gene	786	hmuV			
PCMIPHHC_00191	CDS	786	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
PCMIPHHC_00192	gene	264	spoVS_1			
PCMIPHHC_00192	CDS	264	spoVS_1		COG2359	Stage V sporulation protein S
PCMIPHHC_00193	gene	77				
PCMIPHHC_00193	tRNA	77				tRNA-Arg(tcg)
PCMIPHHC_00194	gene	76				
PCMIPHHC_00194	tRNA	76				tRNA-His(gtg)
PCMIPHHC_00195	gene	77				
PCMIPHHC_00195	tRNA	77				tRNA-Arg(tct)
PCMIPHHC_00196	gene	76				
PCMIPHHC_00196	tRNA	76				tRNA-Gly(tcc)
PCMIPHHC_00197	gene	789	fetB			
PCMIPHHC_00197	CDS	789	fetB		COG0390	putative iron export permease protein FetB
PCMIPHHC_00198	gene	621	lolD			
PCMIPHHC_00198	CDS	621	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PCMIPHHC_00199	gene	90				
PCMIPHHC_00199	tRNA	90				tRNA-Ser(gct)
PCMIPHHC_00200	gene	77				
PCMIPHHC_00200	tRNA	77				tRNA-Arg(gcg)
PCMIPHHC_00201	gene	492				
PCMIPHHC_00201	CDS	492				hypothetical protein
PCMIPHHC_00202	gene	915	ttuA			
PCMIPHHC_00202	CDS	915	ttuA	2.8.1.-	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
PCMIPHHC_00203	gene	2463	clpC_1			
PCMIPHHC_00203	CDS	2463	clpC_1		COG0542	Negative regulator of genetic competence ClpC/MecB
PCMIPHHC_00204	gene	1323	radA			
PCMIPHHC_00204	CDS	1323	radA	3.6.4.-	COG1066	DNA repair protein RadA
PCMIPHHC_00205	gene	1059	disA			
PCMIPHHC_00205	CDS	1059	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
PCMIPHHC_00206	gene	1749	hndD_1			
PCMIPHHC_00206	CDS	1749	hndD_1	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
PCMIPHHC_00207	gene	903				
PCMIPHHC_00207	CDS	903				hypothetical protein
PCMIPHHC_00208	gene	732	ssuC			
PCMIPHHC_00208	CDS	732	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
PCMIPHHC_00209	gene	693	btuD_2			
PCMIPHHC_00209	CDS	693	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PCMIPHHC_00210	gene	2307	recG			
PCMIPHHC_00210	CDS	2307	recG	3.6.4.12		ATP-dependent DNA helicase RecG
PCMIPHHC_00211	gene	513	hpt			
PCMIPHHC_00211	CDS	513	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
PCMIPHHC_00212	gene	627				
PCMIPHHC_00212	CDS	627				hypothetical protein
PCMIPHHC_00213	gene	1347	pyk			
PCMIPHHC_00213	CDS	1347	pyk	2.7.1.40	COG0469	Pyruvate kinase
PCMIPHHC_00214	gene	960	pfkA			
PCMIPHHC_00214	CDS	960	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
PCMIPHHC_00215	gene	210				
PCMIPHHC_00215	CDS	210				hypothetical protein
PCMIPHHC_00216	gene	1095	gcvT			
PCMIPHHC_00216	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
PCMIPHHC_00217	gene	369	gcvH			
PCMIPHHC_00217	CDS	369	gcvH		COG0509	Glycine cleavage system H protein
PCMIPHHC_00218	gene	1314	gcvPA			
PCMIPHHC_00218	CDS	1314	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
PCMIPHHC_00219	gene	1425	gcvPB			
PCMIPHHC_00219	CDS	1425	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
PCMIPHHC_00220	gene	387	yabJ			
PCMIPHHC_00220	CDS	387	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PCMIPHHC_00221	gene	861	glyQ			
PCMIPHHC_00221	CDS	861	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
PCMIPHHC_00222	gene	2019	glyS			
PCMIPHHC_00222	CDS	2019	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
PCMIPHHC_00223	gene	1317	yscN			
PCMIPHHC_00223	CDS	1317	yscN	7.1.2.2		putative ATP synthase YscN
PCMIPHHC_00224	gene	711				
PCMIPHHC_00224	CDS	711				hypothetical protein
